Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
komplek housing;komplek housing;Jambi 37485;Kabupaten Sarolangun, Jambi;Kabupaten Sarolangun, Jambi;JAMBI;;Indonesia;;;;-25.209.885;1.022.090.224;https://maps.google.com/?cid=0x0:0x3f49ed90182c14a7;
komplek housing;Komplek perumahan;Rumah Mela;G8WF+Q59, Kasiro, Kec. Batang Asai, Kabupaten Sarolangun, Jambi;Kabupaten Sarolangun, Jambi;JAMBI;;Indonesia;;;;-24.530.889;1.023.229.849;https://maps.google.com/?cid=0x0:0x5b61ef7b60f0c4a9;
komplek housing;Perhimpunan Pengembang Perumahan;rumah saya;G8XF+RP2, Kasiro Hilir, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37382;Kasiro Hilir, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37382;Indonesia;;;;-24.504.989;1.023.242.559;https://maps.google.com/?cid=0x0:0xac3f2220b5c23bfb;
komplek housing;Komplek perumahan;Rumah Anindiyadita;H787+PVP, Sungai Baung, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Sungai Baung, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-24.323.025;1.022.650.271;https://maps.google.com/?cid=0x0:0x4a894c5af62acfdd;
komplek housing;Komplek perumahan;Rumah Anin;H787+PVP, Sungai Baung, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Sungai Baung, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-24.331.533;1.022.646.979;https://maps.google.com/?cid=0x0:0xacd3e6dcc6cd23b8;
komplek housing;komplek housing;Dusun Pondok VIII;G74P+XHR, Jl. Dusun Pondok VII, Pekan Gedang, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Jl. Dusun Pondok VII, Pekan Gedang, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-24.925.731;1.022.864.222;https://maps.google.com/?cid=0x0:0x5cef2f746c19791a;
komplek housing;Kantor Pemerintah;Sekretaris desa;C64G+HFF, Batin Pengambang, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Batin Pengambang, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-25.935.699;1.022.261.837;https://maps.google.com/?cid=0x0:0xb4e90b61ca7a87b8;
komplek housing;Komplek perumahan;Rumah Cikgu Pedalaman;H7V7+GX, Muara Cuban, Kec. Batang Asai, Kabupaten Sarolangun, Jambi;Kabupaten Sarolangun, Jambi;JAMBI;;Indonesia;;;;-24.062.325;1.022.648.922;https://maps.google.com/?cid=0x0:0x3e3181be84c99229;
komplek housing;Komplek perumahan;Rumah andi kkn;G8JC+HHC, Kasiro, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Kasiro, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-246.896;1.023.214.258;https://maps.google.com/?cid=0x0:0x40647ca807a36008;
komplek housing;Komplek perumahan;Rumah Sopian;94JR+G5C, Simpang Narso, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Simpang Narso, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-26.186.892;1.021.404.037;https://maps.google.com/?cid=0x0:0x9569dc95283c5d01;
komplek housing;Komplek perumahan;Rumah yanti;G74P+XHR, Jl. Dusun Pondok VIII, Pekan Gedang, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Jl. Dusun Pondok VIII, Pekan Gedang, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-24.925.125;1.022.863.906;https://maps.google.com/?cid=0x0:0x7665dbdb464907d5;
komplek housing;Pembangunan Perumahan;Muara pemuat;H58F+8VP, Muaro Pemuat, Kec. Batang Asai, Kabupaten Sarolangun, Jambi 37485;Muaro Pemuat, Kec. Batang Asai, Kabupaten Sarolangun;JAMBI;37485;Indonesia;;;;-24.341.579;1.021.747.077;https://maps.google.com/?cid=0x0:0x2c1611f53fe24dea;
