Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"komplek housing";"Bula";"Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.10968";"130.498505";"https://maps.google.com/?cid=0x0:0x20388956c533e2b";""
"komplek housing";"Komplek perumahan";"Adun komplek";"VFXQ+J7R, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1008986";"130.4881371";"https://maps.google.com/?cid=0x0:0x7e22cf3d280084d3";""
"komplek housing";"Komplek perumahan";"Jalan protokol";"VFWQ+MH5, Jalan A. Tamaela, Bula, East Seram, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1033701";"130.488969";"https://maps.google.com/?cid=0x0:0x656918ce8379ae27";""
"komplek housing";"Komplek perumahan";"RUMAH KITA";"VGV6+HRG, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1060744";"130.5120724";"https://maps.google.com/?cid=0x0:0x87ae43abfb4e2079";""
"komplek housing";"Komplek perumahan";"bula";"V9F2+RCP, Amarsekaru, Kec. Pulau Gorom, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-4.1254105";"131.3510866";"https://maps.google.com/?cid=0x0:0xa88b1cac1186e42c";""
"komplek housing";"Komplek perumahan";"Pondok Gede Housing 1";"Jl. Cipta Raya No.45-3, RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414";"RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks";"MALUKU";"17414";"Indonesia";"";"";"";"-6.2852504";"106.9163397";"https://maps.google.com/?cid=0x0:0x3132afedbf38cd61";""
"komplek housing";"Komplek perumahan";"Pondok Gede Housing II";"Housing II, Jl. Raya Hankam, RT.001/RW.004, Jatirahayu, Pondok Gede, Bekasi, West Java";"Kota Bks, Jawa Barat";"MALUKU";"";"Indonesia";"";"";"";"-6.2876701";"106.9147674";"https://maps.google.com/?cid=0x0:0x2a52e601c20d18f2";""
"komplek housing";"Komplek perumahan";"Pondok gede housing";"PW69+G7J, Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414";"Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks";"MALUKU";"17414";"Indonesia";"";"";"";"-6.2886631";"106.9181392";"https://maps.google.com/?cid=0x0:0xe09247830c5049e9";""
"komplek housing";"Komplek perumahan";"Komplek Bina Lindung";"PWJ5+49V, Jl. Bina Loka, RT.007/RW.011, Jaticempaka, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411";"Jl. Bina Loka, RT.007/RW.011, Jaticempaka, Kec. Pd. Gede, Kota Bks";"MALUKU";"17411";"Indonesia";"";"";"";"-6.2696294";"106.9084203";"https://maps.google.com/?cid=0x0:0x3e834652721e8817";""
"komplek housing";"Pembangunan Perumahan";"Andalas Housing Binalindung";"Jl. Bina Loka II Atas No.42, RT.002/RW.009, Jaticempaka, Kec. Pd. Gede, Kota Bks, Jawa Barat";"Kota Bks, Jawa Barat";"MALUKU";"";"Indonesia";" 02184995116";"";"";"-6.2682566";"106.9079967";"https://maps.google.com/?cid=0x0:0xe2d885d5eec924af";""
"komplek housing";"Komplek perumahan";"Jalan protokol";"VFWQ+MH5, Jalan A. Tamaela, Bula, East Seram, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1033701";"130.488969";"https://maps.google.com/?cid=0x0:0x656918ce8379ae27";""
"komplek housing";"Pembangunan Perumahan";"Bula";"VFXP+XRQ, Jl. Mufakat, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1000416";"130.487117";"https://maps.google.com/?cid=0x0:0x62ab4a59c61bd784";""
"komplek housing";"komplek housing";"Kec. Bula";"Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.1045002";"130.4880292";"https://maps.google.com/?cid=0x0:0x6befde0c8b8d88ed";""
"komplek housing";"Komplek perumahan";"Nofel Alkatiri";"Jl.gisa No.123, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku 97555";"Bula, Kec. Bula, Kabupaten Seram Bagian Timur";"MALUKU";"97555";"Indonesia";" 081228123486";"";"";"-3.1016934";"130.4789398";"https://maps.google.com/?cid=0x0:0xf21045f47dfa8f39";""
"komplek housing";"Komplek perumahan";"Rumah Fahmi Bahalwan Pane";"Jalan damai, Bula, Kec. Bula, Kabupaten Seram Bagian Timur, Maluku 97555";"Bula, Kec. Bula, Kabupaten Seram Bagian Timur";"MALUKU";"97555";"Indonesia";"";"";"";"-3.0937804";"130.4778084";"https://maps.google.com/?cid=0x0:0xbcb8f611f04f97a8";""
"komplek housing";"Komplek perumahan";"bula";"V9F2+RCP, Amarsekaru, Kec. Pulau Gorom, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-4.1254105";"131.3510866";"https://maps.google.com/?cid=0x0:0xa88b1cac1186e42c";""
"komplek housing";"Komplek perumahan";"Pondok Gede Housing 1";"Jl. Cipta Raya No.45-3, RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414";"RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks";"MALUKU";"17414";"Indonesia";"";"";"";"-6.2852504";"106.9163397";"https://maps.google.com/?cid=0x0:0x3132afedbf38cd61";""
"komplek housing";"Komplek perumahan";"Pondok Gede Housing II";"Housing II, Jl. Raya Hankam, RT.001/RW.004, Jatirahayu, Pondok Gede, Bekasi, West Java";"Kota Bks, Jawa Barat";"MALUKU";"";"Indonesia";"";"";"";"-6.2876701";"106.9147674";"https://maps.google.com/?cid=0x0:0x2a52e601c20d18f2";""
"komplek housing";"Komplek perumahan";"Pondok gede housing";"PW69+G7J, Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414";"Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks";"MALUKU";"17414";"Indonesia";"";"";"";"-6.2886631";"106.9181392";"https://maps.google.com/?cid=0x0:0xe09247830c5049e9";""
"komplek housing";"Komplek perumahan";"Komplek Bina Lindung";"PWJ5+49V, Jl. Bina Loka, RT.007/RW.011, Jaticempaka, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411";"Jl. Bina Loka, RT.007/RW.011, Jaticempaka, Kec. Pd. Gede, Kota Bks";"MALUKU";"17411";"Indonesia";"";"";"";"-6.2696294";"106.9084203";"https://maps.google.com/?cid=0x0:0x3e834652721e8817";""
"komplek housing";"komplek housing";"Kec. Seram Tim.";"Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.8324657";"130.8204099";"https://maps.google.com/?cid=0x0:0x70947c7ca6669763";""
"komplek housing";"komplek housing";"Kabupaten Seram Bagian Timur";"Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.4233267";"130.2271243";"https://maps.google.com/?cid=0x0:0x3e3cbf11d9dac8";""
"komplek housing";"komplek housing";"Werinama";"Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.4233267";"130.2271243";"https://maps.google.com/?cid=0x0:0x5d34ed8352394a25";""
"komplek housing";"Kantor Pemerintah";"Werinama";"GXVX+66Q, Jl. Propinsi, kotarumby, Werinama, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.4569051";"129.9981229";"https://maps.google.com/?cid=0x0:0x63ebccbb92041fc9";""
"komplek housing";"Pembangunan Perumahan";"Basecamp MOVIN";"M3HM+XG7, Atiahu, Werinama, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.3200868";"130.0838114";"https://maps.google.com/?cid=0x0:0xe53e6b5fa9792a95";""
"komplek housing";"Pembangunan Perumahan";"Posko rama";"GXVW+XPX, Jl. Propinsi, Bemo, Werinama, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-3.455018";"129.9968708";"https://maps.google.com/?cid=0x0:0x45ff2958f8c7a3c";""
"komplek housing";"komplek housing";"Pulau Gorong";"Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-4.011202";"131.4112125";"https://maps.google.com/?cid=0x0:0x3b60b40247d61e16";""
"komplek housing";"komplek housing";"Kepulauan Gorong";"Kilkoda, Kec. Gorom Timur, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-4.022778";"131.416944";"https://maps.google.com/?cid=0x0:0xd58f4832f5536ef9";""
"komplek housing";"komplek housing";"Kesuy, komples Otademan";"FMP3+JVJ, Tamher Warat, Kec. Wakate, Kabupaten Seram Bagian Timur, Maluku";"Kabupaten Seram Bagian Timur, Maluku";"MALUKU";"";"Indonesia";"";"";"";"-4.5134156";"131.654648";"https://maps.google.com/?cid=0x0:0x7caaafd414bed8b1";""
