Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"Balai masyarakat";"jogokarian";"59G7+H97, Jl. Jogokaryan, no:490, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143";"Jl. Jogokaryan, no:490, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55143";"Indonesia";"";"";"/url?q>>u003dhttps://masjidjogokariyan.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwjoy_ub0IGMAxWdyzgGHW0HLskQ61gIESgN>>u0026usg>>u003dAOvVaw1axfByA8Bb2VsLWTG8UHmW";"-7.8235995";"110.3634214";"https://maps.google.com/?cid=0x0:0x71383369e290c30";""
"komplek housing";"komplek housing";"ardil home's";"Jl. Griya Surya Asri I No.11 Blok A, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8245236";"110.3560459";"https://maps.google.com/?cid=0x0:0x21791245ff7144e6";""
"komplek housing";"Komplek perumahan";"ZEN HOUSE";"Gg. Sahid No.818, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8206856";"110.358657";"https://maps.google.com/?cid=0x0:0xc9507d57b2710adf";""
"komplek housing";"Komplek perumahan";"Os Home";"Gg. Rakhmat No.670, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8186758";"110.3574169";"https://maps.google.com/?cid=0x0:0x9f05e77453e4a068";""
"komplek housing";"Komplek perumahan";"Rumah Hendriansyah";"Jl. DI Panjaitan No.78a, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8204148";"110.361521";"https://maps.google.com/?cid=0x0:0x6b7a7f4f28be81d";""
"komplek housing";"Komplek perumahan";"Aivi House";"Jl. MT. Haryono No.8, RW.08, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"RW.08, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8138408";"110.3623868";"https://maps.google.com/?cid=0x0:0xc08054f7c6355a74";""
"komplek housing";"Komplek perumahan";"Vira's House";"MJ2 No. 1369A, RT.063/RW.017, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"RT.063/RW.017, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";" 08122792297";"";"";"-7.823719";"110.3575909";"https://maps.google.com/?cid=0x0:0xa54f8f4cbd739a34";""
"komplek housing";"Komplek perumahan";"Rumah YAN";"59P4+CJX, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.8137596";"110.3566392";"https://maps.google.com/?cid=0x0:0xee6311857bfbf273";""
"komplek housing";"Komplek perumahan";"Jogja Home";"Jl. Mantrijeron No.3/221, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143";"Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55143";"Indonesia";"";"";"";"-7.8200243";"110.3648127";"https://maps.google.com/?cid=0x0:0x84fc0cc2887b2710";""
"komplek housing";"Komplek perumahan";"Rumah Baydes";"59H6+947, Gg. Pisang, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Gg. Pisang, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";"";"";"";"-7.821576";"110.3603014";"https://maps.google.com/?cid=0x0:0xa204995ee4ba49d3";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"Nael_zy";"59J5+4GM, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141";"Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta";"DAERAH ISTIMEWA YOGYAKARTA";"55141";"Indonesia";" 085643373978";"";"";"-7.8196805";"110.3587426";"https://maps.google.com/?cid=0x0:0x3813e9d83f861df8";""
