Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link
"perumahan";"Developer Rumah Hunian Khusus";"Perumahan Syariah Boyolali";"GHF7+FQ9, Gatak, Tanduk, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57316";"Gatak, Tanduk, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";" 0817263020";"-7.4763499";"110.5644892";"https://maps.google.com/?cid=0x0:0xee38c532619d4c1d"
"perumahan";"perumahan";"Rumah KAKA";"FHX9+R6J, Dusun 4, Penggung, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316";"Dusun 4, Penggung, Kec. Boyolali, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";"";"-7.5004823";"110.568039";"https://maps.google.com/?cid=0x0:0x16a6f9899eef40c7"
"perumahan";"perumahan";"Sidodadi, jelok Cepogo";"FHQF+3MP, Dusun V, Jelok, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57315";"Dusun V, Jelok, Kec. Cepogo, Kabupaten Boyolali";"JAWA TENGAH";"57315";"Indonesia";"";"-7.512283";"110.5742136";"https://maps.google.com/?cid=0x0:0x221a2d818379cf43"
"perumahan";"Pembangunan Perumahan";"Mbah trimo";"GH6X+Q2X, Alasmalang, Ngargosari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Alasmalang, Ngargosari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";" 088221767930";"-7.4880187";"110.5976174";"https://maps.google.com/?cid=0x0:0xe02e74ad02f8b783"
"perumahan";"Otoritas Perumahan";"Perum Bulusari Permai";"GH99+2V9, Bulusari, Sidomulyo, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57316";"Bulusari, Sidomulyo, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";" 082226667460";"-7.4824561";"110.5696916";"https://maps.google.com/?cid=0x0:0xf2a7099ddcd96f45"
"perumahan";"Komplek perumahan";"Perumahan Winong Permai";"FHQH+77M, Dusun 1, Winong, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57315";"Dusun 1, Winong, Kec. Boyolali, Kabupaten Boyolali";"JAWA TENGAH";"57315";"Indonesia";"";"-7.5117859";"110.5781799";"https://maps.google.com/?cid=0x0:0x6371cbb323729308"
"perumahan";"Komplek perumahan";"Bima Sakti Residence";"FJVC+RCP, Desa Tuwuhsari, Mudal, Kecamatan Boyolali, Dusun 3, Mudal, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316";"Desa Tuwuhsari, Mudal, Kecamatan Boyolali, Dusun 3, Mudal, Kec. Boyolali, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";"";"-7.5054012";"110.6210744";"https://maps.google.com/?cid=0x0:0x3b0759e6ed17f0ec"
"perumahan";"Perumahan";"Perum Klopo Dampit";"Perum Klopo Dampit, RT03/RW07, Kelopo Dampit, Ngargosari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"RT03/RW07, Kelopo Dampit, Ngargosari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";" 089677775545";"-7.4952088";"110.5802649";"https://maps.google.com/?cid=0x0:0x741d3722fe81639f"
"perumahan";"Komplek perumahan";"Mbah aries";"GH3H+VQ2, Kelopo Dampit, Ngargosari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Kelopo Dampit, Ngargosari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.495163";"110.5794978";"https://maps.google.com/?cid=0x0:0x4e759e6d39176671"
"perumahan";"Komplek perumahan";"DE WINNA RESIDENCE BOYOLALI";"FHWM+J2V, Dusun 1, Penggung, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316";"Dusun 1, Penggung, Kec. Boyolali, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";" 085647660356";"-7.5033959";"110.5825013";"https://maps.google.com/?cid=0x0:0x17f751aa88c8ee9c"
"perumahan";"Komplek perumahan";"RUMAH PARCEL MBA TRI";"Perum Bulusari Indah No.A9, Bulusari, Sidomulyo, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57316";"Bulusari, Sidomulyo, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";" 082243532480";"-7.4827167";"110.5696762";"https://maps.google.com/?cid=0x0:0xf51c2e8b2fd4af4c"
"perumahan";"Komplek perumahan";"Graha Fea Village";"FHQQ+363, Unnamed Road, Dusun 1, Penggung, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57316";"Unnamed Road, Dusun 1, Penggung, Kec. Boyolali, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";"";"-7.5123605";"110.5880322";"https://maps.google.com/?cid=0x0:0xfdb8e53c13a03c2e"
"perumahan";"Komplek perumahan";"Rumah Luna";"GH5R+7WX, Ngargorejo, Ngargosari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Ngargorejo, Ngargosari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4917735";"110.5923619";"https://maps.google.com/?cid=0x0:0x7bc7c6609be6a833"
"perumahan";"perumahan";"Rumah Brt";"GHCG+4CV, Berdug Lor, Sidomulyo, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57316";"Berdug Lor, Sidomulyo, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57316";"Indonesia";"";"-7.4791661";"110.576254";"https://maps.google.com/?cid=0x0:0xcefab1b897be9ad4"
"perumahan";"Komplek perumahan";"Rumah Gedhi";"GGXJ+36Q, Dusun 2, Kaligentong, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Dusun 2, Kaligentong, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4522774";"110.5306044";"https://maps.google.com/?cid=0x0:0x221e3d328b276464"
"perumahan";"Pembangunan Perumahan";"Dawung,Candi,Ampel";"GHQ3+5HP, Dawung, Candi, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Dawung, Candi, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4620277";"110.5539493";"https://maps.google.com/?cid=0x0:0x4c4808ba15b8f649"
"perumahan";"Pembangunan Perumahan";"Candi";"HH27+3W5, Area Sawah/Kebun, Candi, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Area Sawah/Kebun, Candi, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4498649";"110.5648453";"https://maps.google.com/?cid=0x0:0x3343a091a7cfc708"
"perumahan";"perumahan";"Ana Maratus Sholihah";"GGP5+4R2, Klatak, Kembang, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Klatak, Kembang, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4647636";"110.509526";"https://maps.google.com/?cid=0x0:0xda770138f017063a"
"perumahan";"Gedung Apartemen";"Rumah Mbah Marsiti";"HF5R+R4M, Dusun 1, Ngargoloka, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Dusun 1, Ngargoloka, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4404081";"110.4903116";"https://maps.google.com/?cid=0x0:0xab2efdec624f3b9b"
"perumahan";"Komplek perumahan";"Gatak";"GGX6+7W, Kembang, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Kembang, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4518038";"110.5123125";"https://maps.google.com/?cid=0x0:0xddb9a6b25aece971"
"perumahan";"Komplek perumahan";"to home agus";"GGR6+HFF, Ngemplak, Kembang, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Ngemplak, Kembang, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.458725";"110.511003";"https://maps.google.com/?cid=0x0:0xfc5daa60ab7f6693"
"perumahan";"perumahan";"Rumah Bu Mulyani";"HG4J+P76, Rejosari, Kaligentong, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Rejosari, Kaligentong, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4432126";"110.5306347";"https://maps.google.com/?cid=0x0:0xfa14d01405b1743c"
"perumahan";"Pembangunan Perumahan";"Rumah Joko Saputro (gonteng)";"GFVR+33P, Jl. Pantaran, Banjaran, Candisari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Jl. Pantaran, Banjaran, Candisari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4572838";"110.4902104";"https://maps.google.com/?cid=0x0:0x3b9ece2fa213ec5"
"perumahan";"Komplek perumahan";"Randusari RT 03 RW 05, Candisari, Kec. Ampel, Kabupaten Boyolali";"GFXW+MXC, Randusari, Candisari, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Randusari, Candisari, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4508084";"110.4973955";"https://maps.google.com/?cid=0x0:0xde432f28f3365777"
"perumahan";"Komplek perumahan";"Rumah lakidi";"HF4X+MVV, Gawon, Ngargoloka, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Gawon, Ngargoloka, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4432729";"110.4996649";"https://maps.google.com/?cid=0x0:0x2bebc532e12e4e82"
"perumahan";"Pembangunan Perumahan";"Rumah irul";"HG5F+J75, Dusun 1, Kaligentong, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Dusun 1, Kaligentong, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4409949";"110.5232432";"https://maps.google.com/?cid=0x0:0xe5db2c1b05bb5737"
"perumahan";"Pembangunan Perumahan";"Dk. Dukuh";"GFPP+C5J, Dusun 2, Ngagrong, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Dusun 2, Ngagrong, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4639039";"110.4853914";"https://maps.google.com/?cid=0x0:0xa0c574d2b3bcc316"
"perumahan";"Komplek perumahan";"Pagerjurang";"HF9R+W73, Unnamed Road, Dusun 3, Sampetan, Kec. Ampel, Kabupaten Boyolali, Jawa Tengah 57352";"Unnamed Road, Dusun 3, Sampetan, Kec. Ampel, Kabupaten Boyolali";"JAWA TENGAH";"57352";"Indonesia";"";"-7.4302349";"110.4906638";"https://maps.google.com/?cid=0x0:0xcaee5eb7679c659d"
"perumahan";"Komplek perumahan";"Rumah Rt Martono";"Gg. Tengah No.037, RT.011/RW.004, Ngelo, Mojo, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384";"RT.011/RW.004, Ngelo, Mojo, Kec. Andong, Kabupaten Boyolali";"JAWA TENGAH";"57384";"Indonesia";"";"-7.3821244";"110.7678105";"https://maps.google.com/?cid=0x0:0xef377025c1af44a0"
"perumahan";"Inspektur Tempat Tinggal";"Desa Ngelo Etan";"JQ88+WR6, Jl. Kacangan - Nogosari, Ngelo, RT/RW 11/04, Mojo, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384";"Jl. Kacangan - Nogosari, Ngelo, RT/RW 11/04, Mojo, Kec. Andong, Kabupaten Boyolali";"JAWA TENGAH";"57384";"Indonesia";"";"-7.3827546";"110.7669996";"https://maps.google.com/?cid=0x0:0x10a21173ab8d074b"
"perumahan";"Bengkel Mobil";"Bengkel Adzra";"JQ88+PJ9, Sumur tumpang, Andong, Mojo, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384";"Sumur tumpang, Andong, Mojo, Kec. Andong, Kabupaten Boyolali";"JAWA TENGAH";"57384";"Indonesia";" 081284781355";"-7.3832092";"110.7666233";"https://maps.google.com/?cid=0x0:0xfc7ecb2db9a4aaae"
"perumahan";"perumahan";"Warna ijo apel";"JQ88+PJ9, RT.021/RW.006, Dawung, Sempu, Kec. Andong, Kabupaten Boyolali, Jawa Tengah";"Kabupaten Boyolali, Jawa Tengah";"JAWA TENGAH";"";"Indonesia";"";"-7.3832092";"110.7666233";"https://maps.google.com/?cid=0x0:0xf9ac8ff77eaa2043"
"perumahan";"perumahan";"Rumah Lintang";"JQ89+Q4J, Ngelo, Mojo, Kec. Andong, Kabupaten Boyolali, Jawa Tengah 57384";"Ngelo, Mojo, Kec. Andong, Kabupaten Boyolali";"JAWA TENGAH";"57384";"Indonesia";"";"-7.3830312";"110.7677596";"https://maps.google.com/?cid=0x0:0xe48113a925a3b5e7"
"perumahan";"Komplek perumahan";"Ahe unit senggrong";"JQ88+PJ9, Ngelosari, Senggrong, Kec. Andong, Kabupaten Boyolali, Jawa Tengah";"Kabupaten Boyolali, Jawa Tengah";"JAWA TENGAH";"";"Indonesia";" 081229610308";"-7.3832092";"110.7666233";"https://maps.google.com/?cid=0x0:0xb94b9fad42f2070f"
