Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
perumahan;Komplek perumahan;Gang Kampung Merah;Tegal Lumbu, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.190.765;1.063.795.875;https://maps.google.com/?cid=0x0:0x371823d3fbca880f;
perumahan;Komplek perumahan;Home Fikrialamin;59MX+375, Kujangjaya, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Kujangjaya, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.173.581;1.063.982.313;https://maps.google.com/?cid=0x0:0x394d510bea4d84e5;
perumahan;Komplek perumahan;Kujangjaya cibeber lebak banten;5CQ6+7F6, Kujangjaya, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Kujangjaya, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.118.425;1.064.111.425;https://maps.google.com/?cid=0x0:0x2d56603f55d979dd;
perumahan;Komplek perumahan;Ciguha;Kp. Babakan sari, ciguha rt002/rw004, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;ciguha rt002/rw004, Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.120.639;1.063.968.116;https://maps.google.com/?cid=0x0:0x78397a41d81b9361;
perumahan;Pembangunan Perumahan;Lebak;59JM+RF2, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.180.037;1.063.837.504;https://maps.google.com/?cid=0x0:0x6feeff051e01a673;
perumahan;Komplek perumahan;Lebak Limus;59RG+WM2, Cipanggung, Hegarmanah, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Cipanggung, Hegarmanah, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.077.262;1.063.766.398;https://maps.google.com/?cid=0x0:0x5af9fc1e81094d53;
perumahan;Komplek perumahan;Happy life;59JM+RF2, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.179.687;1.063.837.481;https://maps.google.com/?cid=0x0:0xcef15aff916ebb66;
perumahan;perumahan;Parako;59JP+96R, Tegal Lumbu, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Tegal Lumbu, Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.190.069;1.063.855.206;https://maps.google.com/?cid=0x0:0xa8474baf5f77585f;
perumahan;Komplek perumahan;Abah E'er Khawla Hafsa;59JH+CW4, Tegal Lumbu, Wanasari, Kec. Cibeber, Kabupaten Lebak, Banten 42394;Tegal Lumbu, Wanasari, Kec. Cibeber, Kabupaten Lebak;BANTEN;42394;Indonesia;;;;-68.189.604;10.638.028;https://maps.google.com/?cid=0x0:0xae5065367a7e52a4;
perumahan;perumahan;Kec. Cibeber;Kabupaten Lebak, Banten;Kabupaten Lebak, Banten;BANTEN;;Indonesia;;;;-68.192.431;106.383.813;https://maps.google.com/?cid=0x0:0x401e8f1fc28deb0;
