Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"komplek housing";"Papua 98763";"Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.7991853";"136.3049196";"https://maps.google.com/?cid=0x0:0x8e322f542c113cfe";""
"komplek housing";"Pembangunan Perumahan";"RUMAH OSEA SATU BOMA";"597M+6V, Awebutu, Kebo, Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.8369759";"136.3847307";"https://maps.google.com/?cid=0x0:0x7689ac07f99e3f7c";""
"komplek housing";"Komplek perumahan";"Perumahan Kontainer";"Madi, Paniai Tim., Kabupaten Paniai, Papua 98781";"Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.947805";"136.4304397";"https://maps.google.com/?cid=0x0:0xe6048b774b0c1534";""
"komplek housing";"Kompleks Bangunan Perusahaan";"Kompleks nusantara sehat madi";"2CXJ+CP, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9514133";"136.4320732";"https://maps.google.com/?cid=0x0:0xa1926f6e29e86a0c";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"IYAIPUGI";"39CG+XP7 Tim, 98726CG+RH5, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98726";"98726CG+RH5, Enarotali, Paniai Tim., Kabupaten Paniai";"PAPUA";"98726";"Indonesia";"";"";"";"-3.9275914";"136.3768071";"https://maps.google.com/?cid=0x0:0x85b0a5173db76ad0";""
"komplek housing";"Komplek perumahan";"Wouyebutu Konteiner madi";"399J+6G7, Awabutu, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9319578";"136.3812971";"https://maps.google.com/?cid=0x0:0x6665461bcbf16630";""
"komplek housing";"Komplek perumahan";"Paniai";"39CH+764, Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9293592";"136.3780656";"https://maps.google.com/?cid=0x0:0x3b691d0ca7d49cd2";""
"komplek housing";"Komplek perumahan";"Ekadise";"39CP+P2, Awabutu, Paniai Tim., Kabupaten Paniai, Papua 98726";"Awabutu, Paniai Tim., Kabupaten Paniai";"PAPUA";"98726";"Indonesia";"";"";"";"-3.9280533";"136.3844767";"https://maps.google.com/?cid=0x0:0xc5138a6962b0210b";""
"komplek housing";"Komplek perumahan";"My Home Sweet home";"397C+QH, Aikai, Paniai Tim., Kabupaten Paniai, Papua 98726";"Aikai, Paniai Tim., Kabupaten Paniai";"PAPUA";"98726";"Indonesia";"";"";"";"-3.9362433";"136.3719737";"https://maps.google.com/?cid=0x0:0xc2ab422973535c2e";""
"komplek housing";"Komplek perumahan";"Enarotali";"39F7+CW5, Jalan poros, Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9264917";"136.3648679";"https://maps.google.com/?cid=0x0:0xf563d37031a66f69";""
"komplek housing";"Komplek perumahan";"Rumah Byak";"39F7+CW5, Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9264917";"136.3648679";"https://maps.google.com/?cid=0x0:0xc7c847ad77af495";""
"komplek housing";"Komplek perumahan";"Rumah Biak";"399G+PGW, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98726";"Enarotali, Paniai Tim., Kabupaten Paniai";"PAPUA";"98726";"Indonesia";"";"";"";"-3.929882";"136.3765556";"https://maps.google.com/?cid=0x0:0x303df156d9c78752";""
"komplek housing";"Komplek perumahan";"Ugapugaida";"3C5G+56X, Madi, Paniai Tim., Kabupaten Paniai, Papua 98781";"Madi, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9422815";"136.4258585";"https://maps.google.com/?cid=0x0:0x8da3b6e3e69ce72a";""
"komplek housing";"Pembangunan Perumahan";"Iyaitaka";"399G+FGJ, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98726";"Enarotali, Paniai Tim., Kabupaten Paniai";"PAPUA";"98726";"Indonesia";"";"";"";"-3.9312083";"136.376274";"https://maps.google.com/?cid=0x0:0x7cd7a128d0ac06d4";""
"komplek housing";"Komplek perumahan";"PUPUDA WEGOMANA PANIAI";"3C8Q+JGC, Kopo, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9334319";"136.438752";"https://maps.google.com/?cid=0x0:0x85fd6c0a88361497";""
"komplek housing";"Rumah wisata";"KOS KOS AN BANIO";"39CH+VWJ, Jalan poros bandara enarotali, Awabutu, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9277983";"136.3797525";"https://maps.google.com/?cid=0x0:0x9e0d8e6ad2d1cf4";""
"komplek housing";"Pembangunan Perumahan";"Thania Lorto";"3C5G+697, Madi, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.941961";"136.4259214";"https://maps.google.com/?cid=0x0:0x6f7d33b465aadcb0";""
"komplek housing";"Kantor Perusahaan";"Perumahan dinas kesehatan";"3C5G+56X, Madi, Paniai Tim., Kabupaten Paniai, Papua 98781";"Madi, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9422837";"136.4258572";"https://maps.google.com/?cid=0x0:0x7783894397d78cb5";""
"komplek housing";"Komplek perumahan";"Gideon Kambar (Kampung Baru)";"3C5F+WPR, Madi, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9401444";"136.424263";"https://maps.google.com/?cid=0x0:0xb43a3e776decddc6";""
"komplek housing";"Komplek perumahan";"Kopabaida";"5C6W+F5, Agapo / Widimeida, Distrik Ekadide, Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.83878";"136.4455767";"https://maps.google.com/?cid=0x0:0x61240e0ed52f213";""
"komplek housing";"komplek housing";"Distrik Paniai Barat";"Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.8762058";"136.2436357";"https://maps.google.com/?cid=0x0:0xa45c0340d2deb7e1";""
"komplek housing";"komplek housing";"Papua 98711";"Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9236807";"136.4681501";"https://maps.google.com/?cid=0x0:0x42ca7f49c2355029";""
"komplek housing";"Komplek perumahan";"Perumahan Kontainer";"Madi, Paniai Tim., Kabupaten Paniai, Papua 98781";"Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.947805";"136.4304397";"https://maps.google.com/?cid=0x0:0xe6048b774b0c1534";""
"komplek housing";"Kompleks Bangunan Perusahaan";"Kompleks nusantara sehat madi";"2CXJ+CP, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9514133";"136.4320732";"https://maps.google.com/?cid=0x0:0xa1926f6e29e86a0c";""
"komplek housing";"Komplek perumahan";"PUPUDA WEGOMANA PANIAI";"3C8Q+JGC, Kopo, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9334319";"136.438752";"https://maps.google.com/?cid=0x0:0x85fd6c0a88361497";""
"komplek housing";"Kantor Perusahaan";"Perumahan dinas kesehatan";"3C5G+56X, Madi, Paniai Tim., Kabupaten Paniai, Papua 98781";"Madi, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9422837";"136.4258572";"https://maps.google.com/?cid=0x0:0x7783894397d78cb5";""
"komplek housing";"Komplek perumahan";"Gideon Kambar (Kampung Baru)";"3C5F+WPR, Madi, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.9401444";"136.424263";"https://maps.google.com/?cid=0x0:0xb43a3e776decddc6";""
"komplek housing";"Pembangunan Perumahan";"Thania Lorto";"3C5G+697, Madi, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";"PAPUA";"";"Indonesia";"";"";"";"-3.941961";"136.4259214";"https://maps.google.com/?cid=0x0:0x6f7d33b465aadcb0";""
"komplek housing";"";"dr. Agus House";"2CXJ+Q7V, Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";"PAPUA";"98781";"Indonesia";"";"";"";"-3.9505039";"136.4306615";"https://maps.google.com/?cid=0x0:0xccdd54672ffec2c4";""
