Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
komplek housing,Komplek perumahan,PERUMAHAN ORVIL LANDS BOYA BALIASE,"Jl. Vunja Sinongi No.8, Boyabaliase, Kec. Marawola, Kabupaten Sigi, Sulawesi Tengah 94222","Boyabaliase, Kec. Marawola, Kabupaten Sigi",SULAWESI TENGAH,94222.0,Indonesia, 085288498397,,,-0.948184,119.8467998,https://maps.google.com/?cid=0x0:0x5dbeee685e28bc4e,
komplek housing,Perumahan,Boyaaa baliase,"2RXX+R8J, Boyabaliase, Kec. Marawola, Kabupaten Sigi, Sulawesi Tengah","Kabupaten Sigi, Sulawesi Tengah",SULAWESI TENGAH,,Indonesia,,,,-0.9504167,119.8482509,https://maps.google.com/?cid=0x0:0xb4de63b85ab54c1a,
komplek housing,Toko Kosmetik,Tasya Vit. Gemuk  Jamu Plangsing,"Jl. Vunja Sinongi No.8, Boyabaliase, Kec. Marawola, Kabupaten Sigi, Sulawesi Tengah 94222","Boyabaliase, Kec. Marawola, Kabupaten Sigi",SULAWESI TENGAH,94222.0,Indonesia, 082296732591,,,-0.9481149,119.8466548,https://maps.google.com/?cid=0x0:0x3419f57e5ebd6581,
komplek housing,Komplek perumahan,Apinindo Residenza Kalukubula,"2VRW+4Q, Kalukubula, Kec. Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah 94231","Kalukubula, Kec. Sigi Biromaru, Kabupaten Sigi",SULAWESI TENGAH,94231.0,Indonesia,,,,-0.9603613,119.8969072,https://maps.google.com/?cid=0x0:0xe60cf5e51a905851,
komplek housing,Perumahan,Rumah Pak Armadi,"2V8P+PRP, Langaleso, Kec. Dolo, Kabupaten Sigi, Sulawesi Tengah 94362","Langaleso, Kec. Dolo, Kabupaten Sigi",SULAWESI TENGAH,94362.0,Indonesia,,,,-0.983155,119.8870796,https://maps.google.com/?cid=0x0:0x5c4ba67290da466a,
komplek housing,Perumahan,Rumah pak Adi,"2V9P+2M3, Langaleso, Kec. Dolo, Kabupaten Sigi, Sulawesi Tengah 94362","Langaleso, Kec. Dolo, Kabupaten Sigi",SULAWESI TENGAH,94362.0,Indonesia,,,,-0.983155,119.88708,https://maps.google.com/?cid=0x0:0x97457e033fe80b,
komplek housing,Komplek perumahan,Pondok Gede Housing 1,"Jl. Cipta Raya No.45-3, RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414","RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks",SULAWESI TENGAH,17414.0,Indonesia,,,,-6.2852504,106.9163397,https://maps.google.com/?cid=0x0:0x3132afedbf38cd61,
komplek housing,Komplek perumahan,Pondok gede housing,"PW69+G7J, Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414","Jl. Teratai, RT.005/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks",SULAWESI TENGAH,17414.0,Indonesia,,,,-6.2886631,106.9181392,https://maps.google.com/?cid=0x0:0xe09247830c5049e9,
komplek housing,Komplek perumahan,Komplek Raya Housing (Molek) Blok L3 - ZAIA,"Komplek Raya Housing (Molek No.3 Blok-L, RT.005/RW.011, Jatiwaringin, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411","RT.005/RW.011, Jatiwaringin, Kec. Pd. Gede, Kota Bks",SULAWESI TENGAH,17411.0,Indonesia,,,,-6.2791346,106.9098178,https://maps.google.com/?cid=0x0:0x70e05a91fbc23a92,
komplek housing,komplek housing,Sulawesi Tengah 94684,"Kec. Ampana Tete, Kabupaten Tojo Una-Una, Sulawesi Tengah","Kabupaten Tojo Una-Una, Sulawesi Tengah",SULAWESI TENGAH,,Indonesia,,,,-1.06437,121.6739371,https://maps.google.com/?cid=0x0:0x395f26e16da414ae,
