Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
perumahan,Sekolah menengah,SMA Negeri 1 Tana Righu,"Loko Ry, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4365618,119.3845562,https://maps.google.com/?cid=0x0:0xe4492f6b1278120d,
perumahan,Sekolah menengah,SMP Negeri 1 Tana Righu,"SMP Negeri 1 Tna Righu, malata., Kabupaten Barat, Nusa Tenggara Tim., Malata, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4474573,119.3842372,https://maps.google.com/?cid=0x0:0xf8e1de0a04f4e0a6,
perumahan,perumahan,Kec. Tana Righu,"Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4191853,119.398791,https://maps.google.com/?cid=0x0:0xb9763f309124fdd0,
perumahan,Komplek perumahan,Bapa titin,"H9JW+4X2, Loko Ry, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4197353,119.3983087,https://maps.google.com/?cid=0x0:0x6f2f2b54d506db43,
perumahan,Perhimpunan Pengembang Perumahan,Tanggu Kai,"FCH7+RWV Tanggu kai, Kareka Nduku, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.5203998,119.4147903,https://maps.google.com/?cid=0x0:0xdde2275da9b9546a,
perumahan,Komplek perumahan,perumahan KAT Binanatu,"JC54+XCM, Loko Ry, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.3900417,119.4060406,https://maps.google.com/?cid=0x0:0xaecd59e7af7a7e2e,
perumahan,Komplek perumahan,Vebby,"H94G+3P, Malata, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4418587,119.3808129,https://maps.google.com/?cid=0x0:0xf23f5c047459e9b,
perumahan,Komplek perumahan,Ombaghosa,"FCV2+652, Unnamed Road, Lingu Lango, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.5069845,119.4003844,https://maps.google.com/?cid=0x0:0x13d6988fdc1c2111,
perumahan,Komplek perumahan,Lani pandango,"G9WV+F5H, Ngadu Pada, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4538044,119.3929975,https://maps.google.com/?cid=0x0:0x1f11b216b1574d91,
perumahan,Peternakan Ayam,Jual ayam Potong (Sam),"KALEBU ANA KAKA, Bondo Tera, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim. 87257","Bondo Tera, Kec. Tana Righu, Kabupaten Sumba Barat",NUSA TENGGARA TIMUR,87257.0,Indonesia,,,,-9.5188346,119.4438001,https://maps.google.com/?cid=0x0:0x99ac2e3b96aa012,
perumahan,Perhimpunan Pengembang Perumahan,Rumahnya pak Marten,"Jalan Gollu Ghimbi No.Desa, Lolo Tana, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4633231,119.4115568,https://maps.google.com/?cid=0x0:0x7b1c0f6f72697d68,
perumahan,Pembangunan Perumahan,Kampung Binakikulaboku,"FC78+CJ, Wanokaza, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,82359494727.0,,,-9.5365095,119.4165035,https://maps.google.com/?cid=0x0:0xf1b726e3bd3dade0,
perumahan,Pembangunan Perumahan,Ama aten citti,"HCJ2+FF8, Loko Ry, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4188264,119.4012152,https://maps.google.com/?cid=0x0:0xa598fe23da516a28,
perumahan,Komplek perumahan,PANGAREP,"F9XM+5WR, Lingu Lango, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.5024145,119.3845841,https://maps.google.com/?cid=0x0:0xe47eca815317e91d,
perumahan,Komplek perumahan,Rumah besar keluarga anarato,"HCV4+QG4, Loko Ry, Kec. Tana Righu, Kabupaten Sumba Barat, Nusa Tenggara Tim.","Kabupaten Sumba Barat, Nusa Tenggara Tim.",NUSA TENGGARA TIMUR,,Indonesia,,,,-9.4056057,119.4063234,https://maps.google.com/?cid=0x0:0x2f3dce1bd4af12a0,
