Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"komplek housing";"Riau 28453";"Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.2574787";"100.6647101";"https://maps.google.com/?cid=0x0:0xceaec8a19aac804";""
"komplek housing";"Pembangunan Perumahan";"Rumah Saya";"8M3M+7RX, Koto Tuo, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3032306";"100.6845995";"https://maps.google.com/?cid=0x0:0xc4e367d232ec406f";""
"komplek housing";"Komplek perumahan";"Adit";"8P7W+HH, Binamang, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.313888";"100.746175";"https://maps.google.com/?cid=0x0:0x499904095e1f049c";""
"komplek housing";"Komplek perumahan";"🏡 Kerani Afdeling 1";"9JGC+CV, Gn. Bungsu, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3760604";"100.6222219";"https://maps.google.com/?cid=0x0:0xebf9654955897e35";""
"komplek housing";"Komplek perumahan";"Rumah Wirda";"8JFX+WMR, Muara Takus, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3248667";"100.6491439";"https://maps.google.com/?cid=0x0:0xc3b38651da23ec78";""
"komplek housing";"Asosiasi pemilik rumah";"Rumah H sihombing";"9JFF+W6, Gn. Bungsu, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3744367";"100.6229488";"https://maps.google.com/?cid=0x0:0x8c09276947ca1c7";""
"komplek housing";"Pembangunan Perumahan";"Aleshashop";"8J8J+WRJ, Gn. Bungsu, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3173359";"100.6320276";"https://maps.google.com/?cid=0x0:0xe8b38a27b53f408";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"Kediaman Datuk Majosati";"8RHJ+GCV, Pulau Gadang, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau 28554";"Pulau Gadang, Kec. XIII Koto Kampar, Kabupaten Kampar";"RIAU";"28554";"Indonesia";"";"";"";"0.3288724";"100.8310377";"https://maps.google.com/?cid=0x0:0x35c0f9ab89dd5232";""
"komplek housing";"Pembangunan Perumahan";"Kotua Godang";"4R8Q+HP, Balung, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau 28453";"Balung, Kec. XIII Koto Kampar, Kabupaten Kampar";"RIAU";"28453";"Indonesia";"";"";"";"0.11693";"100.839115";"https://maps.google.com/?cid=0x0:0x24efd040362ae89f";""
"komplek housing";"Komplek perumahan";"Rumah farel";"8P8R+G7J, Binamang, Kec. XIII Koto Kampar, Kabupaten Kampar, Riau 28453";"Binamang, Kec. XIII Koto Kampar, Kabupaten Kampar";"RIAU";"28453";"Indonesia";"";"";"";"0.3161876";"100.7409265";"https://maps.google.com/?cid=0x0:0x47ac0cd7addb91ce";""
"komplek housing";"Komplek perumahan";"Rumah L. Thamrin Hasibuan";"9JV8+GPQ, Koto Tuo Bar., Kec. XIII Koto Kampar, Kabupaten Kampar, Riau";"Kabupaten Kampar, Riau";"RIAU";"";"Indonesia";"";"";"";"0.3938478";"100.6168538";"https://maps.google.com/?cid=0x0:0xba9e05213c77d7df";""
