Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"Salon Kecantikan";"Tiara Eyelash";"44RV+MPV, Jl. Brantas I Gg. Kaliprogo, Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52121";"Jl. Brantas I Gg. Kaliprogo, Mintaragen, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52121";"Indonesia";" 0895616955995";"";"";"-6.8582608";"109.144295";"https://maps.google.com/?cid=0x0:0xca3235b8cd2a612f";""
"komplek housing";"Komplek perumahan";"Aurel dan Gibran";"Gg. Asyik No.4, RT.07/RW.10, Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52121";"RT.07/RW.10, Mintaragen, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52121";"Indonesia";"";"";"";"-6.8548089";"109.1476364";"https://maps.google.com/?cid=0x0:0xb9a4efdcb8b8d5e0";""
"komplek housing";"Komplek perumahan";"Jiya's house";"Jl. Flores BTN. 6, RT.11/RW.10, Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52121";"RT.11/RW.10, Mintaragen, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52121";"Indonesia";"";"";"";"-6.8556134";"109.1486277";"https://maps.google.com/?cid=0x0:0x70b354538a717255";""
"komplek housing";"Pembangunan Perumahan";"Zamrud residence dukuhturi";"Jl. Ciputat Kepandean, Lawatan, Kepandean, Kec. Dukuhturi, Kabupaten Tegal, Jawa Tengah 52192";"Lawatan, Kepandean, Kec. Dukuhturi, Kabupaten Tegal";"JAWA TENGAH";"52192";"Indonesia";"";"";"";"-6.9070774";"109.1193857";"https://maps.google.com/?cid=0x0:0xcfba063d693ae3e2";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"House of sabine";"Gg. 13 B No.4, Panggung, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52122";"Panggung, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52122";"Indonesia";"";"";"";"-6.8603269";"109.1468395";"https://maps.google.com/?cid=0x0:0x695bd5e2faa44915";""
"komplek housing";"Komplek perumahan";"Rumah Ika  Ichwan";"Jl. Dahlia No.H2, Area Sawah/Kebun, Dampyak, Kec. Kramat, Kabupaten Tegal, Jawa Tengah 52181";"Area Sawah/Kebun, Dampyak, Kec. Kramat, Kabupaten Tegal";"JAWA TENGAH";"52181";"Indonesia";"";"";"";"-6.8539283";"109.1580778";"https://maps.google.com/?cid=0x0:0x3c70fe6b1cdbe4c9";""
"komplek housing";"Perumahan";"Perumahan pondok martoloyo jalan. Flores baru Raya 5";"45W2+58R, Panggung, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52122";"Panggung, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52122";"Indonesia";"";"";"";"-6.8545001";"109.1507549";"https://maps.google.com/?cid=0x0:0x270daac406655234";""
"komplek housing";"Komplek perumahan";"Rumah tinggal";"Jl. Waringin Gg. 2 No.27, RT.03/RW.01, Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52121";"RT.03/RW.01, Mintaragen, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52121";"Indonesia";"";"";"";"-6.8655545";"109.135843";"https://maps.google.com/?cid=0x0:0x396c4015043e167e";""
"komplek housing";"Komplek perumahan";"RUMAHQ";"Jl. Waringin No.29A, Mintaragen, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52121";"Mintaragen, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52121";"Indonesia";"";"";"";"-6.8621202";"109.1362229";"https://maps.google.com/?cid=0x0:0xcfc6a9264f6310f1";""
"komplek housing";"Pembangunan Perumahan";"Williams C house";"Perumahan Mutiara Wilis, Jl. Cemp. No.H-22, Area Sawah/Kebun, Dampyak, Kramat, Tegal Regency, Central Java 52181";"Jl. Cemp. No.H-22, Area Sawah/Kebun, Dampyak, Kramat, Tegal Regency";"JAWA TENGAH";"52181";"Indonesia";"";"";"";"-6.8538969";"109.1574167";"https://maps.google.com/?cid=0x0:0x810a1372641fa9ce";""
"komplek housing";"Perumahan";"Yuda Gcc Tegal";"Jl. Pulau Sawu No.3, Panggung, Kec. Tegal Tim., Kota Tegal, Jawa Tengah 52122";"Panggung, Kec. Tegal Tim., Kota Tegal";"JAWA TENGAH";"52122";"Indonesia";"";"";"";"-6.8538461";"109.1499509";"https://maps.google.com/?cid=0x0:0x4b182788e77a1a53";""
