Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
komplek housing;komplek housing;Jawa Timur 63137;Jawa Timur;Jawa Timur;JAWA TIMUR;;Indonesia;;;;-76.568.522;111.537.887;https://maps.google.com/?cid=0x0:0x1c00c5eb5b53ff40;
komplek housing;Komplek perumahan;Perumahan housing 2;Jl. Raya Hankam No.12 Blok U, RT.005/RW.002, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414;RT.005/RW.002, Jatirahayu, Kec. Pd. Melati, Kota Bks;JAWA TIMUR;17414;Indonesia;;;;-6.287.153;1.069.155.932;https://maps.google.com/?cid=0x0:0x60205f6f07650dd6;
komplek housing;Rumah wisata;Housing 1;Blok D No.2a, Jl. Cipta Yasa, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414;Jl. Cipta Yasa, Jatirahayu, Kec. Pd. Melati, Kota Bks;JAWA TIMUR;17414;Indonesia;;;;-62.868.008;1.069.156.516;https://maps.google.com/?cid=0x0:0x8caf99f97a1f37b;
komplek housing;Pembangunan Perumahan;My Home Alm Pak Kadimun;CCJR+FCC, RT.07/RW.02, Banjarejo, Kec. Bar., Kabupaten Magetan, Jawa Timur 63137;RT.07/RW.02, Banjarejo, Kec. Bar., Kabupaten Magetan;JAWA TIMUR;63137;Indonesia;;;;-75.688.074;1.114.410.033;https://maps.google.com/?cid=0x0:0xfb149130c7114c1a;
komplek housing;komplek housing;Jawa Timur;;Jawa Timur;JAWA TIMUR;;Indonesia;;;;-75.360.639;1.122.384.017;https://maps.google.com/?cid=0x0:0x1030bfbca7cb850;
komplek housing;Komplek perumahan;Pondok Gede Housing 1;Jl. Cipta Raya No.45-3, RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks, Jawa Barat 17414;RT.001/RW.003, Jatirahayu, Kec. Pd. Melati, Kota Bks;JAWA TIMUR;17414;Indonesia;;;;-62.852.504;1.069.163.397;https://maps.google.com/?cid=0x0:0x3132afedbf38cd61;
komplek housing;Komplek perumahan;Komplek raya housing blok E;Komplek raya hosing blok E.6 RT.003/001, Jatiwaringin, Kec. Pd. Gede;Kota Bks, Jawa Barat;JAWA TIMUR;;Indonesia;;;;-62.811.216;1.069.102.168;https://maps.google.com/?cid=0x0:0x8256ca23a46e5e57;
komplek housing;Komplek perumahan;Komplek Raya Housing Blok J No.14;Komplek Raya Housing  Molek Blok J No.14, RT./RW/RW.06/01, Jatiwaringin, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411;RT./RW/RW.06/01, Jatiwaringin, Kec. Pd. Gede, Kota Bks;JAWA TIMUR;17411;Indonesia;;;;-62.805.909;1.069.104.115;https://maps.google.com/?cid=0x0:0x7f14a8f934298712;
komplek housing;Komplek perumahan;Komplek Raya Housing Blok D no.6;Jl. Raya Housing No.6 Blok D, RT.006/RW.011, Jatiwaringin, Pondok Gede, Bekasi, West Java 17411;RT.006/RW.011, Jatiwaringin, Pondok Gede, Bekasi;JAWA TIMUR;17411;Indonesia;218469215;;;-62.812.011;1.069.100.437;https://maps.google.com/?cid=0x0:0x1c9f453cf5cbab3a;
komplek housing;Komplek perumahan;Komplek Raya Housing/Molek Blok B No. 4;PW95+CQ7, Jl. Raya Housing, RT.006/RW.011, Jatiwaringin, Kec. Pd. Gede, Kota Bks, Jawa Barat 17411;Jl. Raya Housing, RT.006/RW.011, Jatiwaringin, Kec. Pd. Gede, Kota Bks;JAWA TIMUR;17411;Indonesia;;;;-62.814.591;106.909.408;https://maps.google.com/?cid=0x0:0x47a4e28e626334ff;
