Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Latitude,Longitude,Map Link
Toko Bahan Bangunan,TOKO BESI SAHABAT BANGUNAN,"54GQ+96X, Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23618","Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23618.0,Indonesia,,4.1764487,96.1387153,https://maps.google.com/?cid=0x0:0x11682fdfec3f8628
Toko Bahan Bangunan,Toko Bangunan Indah Abadi,"WA (O779O3O54I, Jl. Abadi, Rundeng, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23611","Jl. Abadi, Rundeng, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23611.0,Indonesia,81375790292.0,4.1498209,96.1343711,https://maps.google.com/?cid=0x0:0x8ca577c914438541
Toko Bahan Bangunan,Tb. CAHAYA MUTIARA,"Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,,4.1467988,96.1271803,https://maps.google.com/?cid=0x0:0x953d64c3c492fcd5
Toko Bahan Bangunan,Beton Indah Toko,"Jl. Singgah Mata No.I No. 200, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23612","Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23612.0,Indonesia,6557008508.0,4.1488709,96.1259975,https://maps.google.com/?cid=0x0:0x1cf9dbe6832e884f
Toko Bahan Bangunan,Toko Besi Usaha Family..,"44VH+R7F, Jl. Nasional, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Jl. Nasional, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,81360078533.0,4.1445684,96.1281859,https://maps.google.com/?cid=0x0:0x98aa7a0e6ced5270
Toko Bahan Bangunan,Toko Rahmatan Syukran,"54GQ+RGX, Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23618","Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23618.0,Indonesia,85260040958.0,4.1771041,96.1388705,https://maps.google.com/?cid=0x0:0x6ccf914297208e23
Toko Bahan Bangunan,Sumber Rezeki Meulaboh BLB,"54QX+JW9, Blang Berandang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Blang Berandang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,85297979793.0,4.1890345,96.1498718,https://maps.google.com/?cid=0x0:0x9d0ee41d58e65dae
Toko Bahan Bangunan,TOKO BESI SERAMBI ACEH 01,"54GQ+VP7, Jl. Meulaboh - Kaway XVI, Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23618","Jl. Meulaboh - Kaway XVI, Lapang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23618.0,Indonesia,85359861677.0,4.1771598,96.1392887,https://maps.google.com/?cid=0x0:0x24395b96720777ee
Toko Bahan Bangunan,Toko Besi Muda Karya,"44WH+F43, Ujong Baroh, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh","Kabupaten Aceh Barat, Aceh",ACEH,,Indonesia,81350010881.0,4.1461285,96.1278077,https://maps.google.com/?cid=0x0:0x34ebf518df75b463
Toko Bahan Bangunan,Toko cat dulux sultan,"Jl. Singgah Mata No.104, Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat, Aceh 23681","Kuta Padang, Kec. Johan Pahlawan, Kabupaten Aceh Barat",ACEH,23681.0,Indonesia,83110492193.0,4.1474346,96.1266996,https://maps.google.com/?cid=0x0:0x18489c7e4d8efad
