Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link
"perumahan";"Komplek perumahan";"Ressan Land Gemolong";"HRQM+R46, Unnamed Road, Dusun 1, Kragilan, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Unnamed Road, Dusun 1, Kragilan, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";"";"-7.4104647";"110.8327707";"https://maps.google.com/?cid=0x0:0x5ef3acda3b5a6f8"
"perumahan";"Pembangunan Perumahan";"Perum Gemolong Permai RT 11";"Dusun 2, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274";"Gemolong, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"50274";"Indonesia";"";"-7.394822";"110.8322646";"https://maps.google.com/?cid=0x0:0xa89ce59741692"
"perumahan";"perumahan";"mbah jimin";"HRPX+C9W, Dusun 2, Tegaldowo, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Dusun 2, Tegaldowo, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";"";"-7.4138884";"110.8484539";"https://maps.google.com/?cid=0x0:0xebac9dec2e24b402"
"perumahan";"Pembangunan Perumahan";"Perumahan Syariah Salsabila Village Gemolong";"HRXV+4MF, Jl. Gemolong-Sragen, Dusun 1, Tegaldowo, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Jl. Gemolong-Sragen, Dusun 1, Tegaldowo, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";" 081234273434";"-7.4021989";"110.8441644";"https://maps.google.com/?cid=0x0:0xb80f0166f39a7ec7"
"perumahan";"Kantor Perusahaan";"Perum Ngembat Asri";"Jl. Gemolong-Sragen, Kwangen Kidul, Ngembat Padas, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Kwangen Kidul, Ngembat Padas, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";"";"-7.3973785";"110.8175185";"https://maps.google.com/?cid=0x0:0xc8c9e9d9b5a1a976"
"perumahan";"Otoritas Perumahan";"Griya Sinar Raya 3";"Unnamed Road, Dusun II, Kwangen, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274";"Dusun II, Kwangen, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"50274";"Indonesia";" 08122590054";"-7.3950432";"110.8240475";"https://maps.google.com/?cid=0x0:0xb91faac735ee40ca"
"perumahan";"Komplek perumahan";"Perumh Salem Asri Gemolong";"HRXJ+V7H, Dusun 1, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274";"Dusun 1, Gemolong, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"50274";"Indonesia";" 0816785416";"-7.4003029";"110.8307212";"https://maps.google.com/?cid=0x0:0xd296ee3827f2d58e"
"perumahan";"Kompleks Townhouse";"New Griya Eksotika";"Jl. Raya Karanggede - Gemolong No.24, Sidomulyo, Kwangen, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274";"Sidomulyo, Kwangen, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"50274";"Indonesia";"";"-7.3967904";"110.8200198";"https://maps.google.com/?cid=0x0:0x5eb9c2130015e594"
"perumahan";"Komplek perumahan";"Rumahnya zigma";"HRMH+6M2, Kabayanan I, Kragilan, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Kabayanan I, Kragilan, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";"";"-7.4169981";"110.8291531";"https://maps.google.com/?cid=0x0:0x4be0b46289abcc12"
"perumahan";"Perhimpunan Pengembang Perumahan";"Rumah Hello Kitty Pink";"JV23+9CH, Dusun 3, Tegaldowo, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274";"Dusun 3, Tegaldowo, Kec. Gemolong, Kabupaten Sragen";"JAWA TENGAH";"57274";"Indonesia";" 087720204747";"-7.3986749";"110.8543793";"https://maps.google.com/?cid=0x0:0x6ff78af2f6ef2fdb"
