Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"Komplek perumahan";"Rumah Baros 8";"Jl. Sentra Utama No.8, Baros, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40521";"Baros, Kec. Cimahi Tengah, Kota Cimahi";"JAWA BARAT";"40521";"Indonesia";"";"";"";"-6.891307";"107.54111";"https://maps.google.com/?cid=0x0:0xcb9b7ebab3beb9c2";""
"komplek housing";"Komplek perumahan";"rukmana";"4G2P+4MG, Jl. Baros Indah, Utama, Kec. Cimahi Sel., Kota Cimahi, Jawa Barat 40531";"Jl. Baros Indah, Utama, Kec. Cimahi Sel., Kota Cimahi";"JAWA BARAT";"40531";"Indonesia";" 081918900008";"";"";"-6.8996903";"107.536708";"https://maps.google.com/?cid=0x0:0x2bab29d87990e13d";""
"komplek housing";"Komplek perumahan";"Komplek BAROS";"4G2P+PJM, Jl. Baros, Utama, Kec. Cimahi Sel., Kota Cimahi, Jawa Barat 40532";"Jl. Baros, Utama, Kec. Cimahi Sel., Kota Cimahi";"JAWA BARAT";"40532";"Indonesia";"";"";"";"-6.8981615";"107.536557";"https://maps.google.com/?cid=0x0:0xdf287ae20868b1d4";""
"komplek housing";"Komplek perumahan";"Rumah Deddi";"Q4PP+RHH, Jl. Cibodas, Baros, Kec. Baros, Kabupaten Serang, Banten 42173";"Jl. Cibodas, Baros, Kec. Baros, Kabupaten Serang";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2129261";"106.1364972";"https://maps.google.com/?cid=0x0:0xcec87534e2efc63d";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"Rumah";"Q4J3+RW4, Curug Agung, Kec. Baros, Kabupaten Serang, Banten 42173";"Curug Agung, Kec. Baros, Kabupaten Serang";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2179775";"106.1048248";"https://maps.google.com/?cid=0x0:0x83b1728565ac31b";""
"komplek housing";"Pembangunan Perumahan";"Rumah Madhalim";"Q4QQ+Q8F, Kp. Jaha, Baros, Kec. Baros, Kabupaten Serang, Banten 42173";"Kp. Jaha, Baros, Kec. Baros, Kabupaten Serang";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2105684";"106.1383074";"https://maps.google.com/?cid=0x0:0xf73cb285ef0aca";""
"komplek housing";"Pembangunan Perumahan";"Pesantren Rumah Tahfizh Takhosus Baitur Rosyad";"Gg. Anggrek, Bumi, Kec. Baros, Chasanah, Banten 42173";"Bumi, Kec. Baros, Chasanah";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2256235";"106.1320406";"https://maps.google.com/?cid=0x0:0xaa323292fa4dbe38";""
"komplek housing";"Perhimpunan Pengembang Perumahan";"Rumah Pak Agus";"Q4MG+7CV, Baros, Kec. Baros, Kabupaten Serang, Banten 42173";"Baros, Kec. Baros, Kabupaten Serang";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2167663";"106.1260383";"https://maps.google.com/?cid=0x0:0x14d6770eddb151df";""
"komplek housing";"Pembangunan Perumahan";"Rumah gw";"Q4WP+49X, Baros, Kec. Baros, Kabupaten Serang, Banten 42173";"Baros, Kec. Baros, Kabupaten Serang";"JAWA BARAT";"42173";"Indonesia";"";"";"";"-6.2046489";"106.1359994";"https://maps.google.com/?cid=0x0:0xdd174d953060511d";""
"komplek housing";"Komplek perumahan";"Komplek Pondok Cipta Mas A3 No.33";"Jl. Pd. Cipta Mas No.A3 No.33, Leuwigajah, Kec. Cimahi Sel., Kota Cimahi, Jawa Barat 40532";"Leuwigajah, Kec. Cimahi Sel., Kota Cimahi";"JAWA BARAT";"40532";"Indonesia";"";"";"";"-6.9028957";"107.526067";"https://maps.google.com/?cid=0x0:0xecbbee396a40c602";""
