Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
komplek housing;Komplek perumahan;Hom’s;Jl. Gombel Permai Gg. 2 No.43C, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-7.037.796;110.425.084;https://maps.google.com/?cid=0x0:0xe196213b6c44426d;
komplek housing;komplek housing;Riska house;Jl. B. Tenes No.8, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.458.543;1.104.298.747;https://maps.google.com/?cid=0x0:0xc59f8d124f846353;
komplek housing;Komplek perumahan;Rumah dr.Hesti;Jl. Jangli Perbalan Sel. No.1, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.353.765;1.104.239.615;https://maps.google.com/?cid=0x0:0x5f07a9ccf32b9688;
komplek housing;Komplek perumahan;Jrobang Selatan I;Jalan Jrobang Selatan I Selatan I, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.359.652;1.104.265.909;https://maps.google.com/?cid=0x0:0xb4a691d95ed3aefa;
komplek housing;Komplek perumahan;Alamat baru;Jl. Jatiluhur Raya No.241, RT.5/RW.5, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;RT.5/RW.5, Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.355.306;1.104.224.564;https://maps.google.com/?cid=0x0:0x1a775587c0c0678d;
komplek housing;Komplek perumahan;onikara house;Jl. Horizon Hill Blk. A1 No.38, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50269;Indonesia;;;;-70.391.219;11.042.835;https://maps.google.com/?cid=0x0:0x47388a21d5bdc0e9;
komplek housing;Komplek perumahan;Yeye;XC9G+FQ8, Jl. Jangli Perbalan Tim., Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Jl. Jangli Perbalan Tim., Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.315.007;110.426.631;https://maps.google.com/?cid=0x0:0xb9597aabbe268ecc;
komplek housing;Pembangunan Perumahan;KERAJAAN HARIMAU;Jl. Gombel Permai VII No.190, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.363.151;1.104.250.164;https://maps.google.com/?cid=0x0:0xfcecc859d9d87b69;
komplek housing;Otoritas Perumahan;Perumahan Jatingaleh Regency;XC8C+38H, Unnamed Road, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Unnamed Road, Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.348.063;110.420.853;https://maps.google.com/?cid=0x0:0xbda794cd29dccc3d;
komplek housing;Komplek perumahan;Ferliq joglo ndeso;XC7G+CVV, Jl. Jrobang Buntu I, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261;Jl. Jrobang Buntu I, Ngesrep, Kec. Banyumanik, Kota Semarang;JAWA TENGAH;50261;Indonesia;;;;-70.363.801;1.104.271.788;https://maps.google.com/?cid=0x0:0x61d82b4e28ff5498;
