Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"perumahan";"Komplek perumahan";"Rumah Aljer";"79HW+JH6, Tara Bintang, Kec. Tara bintang, Kabupaten Humbang Hasundutan, Sumatera Utara 22456";"Tara Bintang, Kec. Tara bintang, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22456";"Indonesia";"";"";"";"2.2790357";"98.3963898";"https://maps.google.com/?cid=0x0:0xa725a233921998c8";""
"komplek housing";"komplek housing";"Kec. Bakti Raja";"Kabupaten Humbang Hasundutan, Sumatera Utara";"Kabupaten Humbang Hasundutan, Sumatera Utara";"SUMATERA UTARA";"";"Indonesia";"";"";"";"2.3235404";"98.8207391";"https://maps.google.com/?cid=0x0:0x475a50a12c00c787";""
"komplek housing";"Komplek perumahan";"Sinambela kec baktiraj";"8R9G+W4M, Simangulampe, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Simangulampe, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3198719";"98.8252718";"https://maps.google.com/?cid=0x0:0x4aae29ebc1991398";""
"komplek housing";"Komplek perumahan";"Rumah OP. Elvano Sinambela";"8R9R+944, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.318397";"98.8403182";"https://maps.google.com/?cid=0x0:0x6712c1c6ae723143";""
"komplek housing";"Komplek perumahan";"Huta Rajagukguk";"9R3J+7XH, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3535687";"98.8331067";"https://maps.google.com/?cid=0x0:0x31259218d9675deb";""
"komplek housing";"Komplek perumahan";"Rumah Panjaitan";"8RFF+5C7 Sma negeri 1, Sinambela, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Sinambela, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3229124";"98.8235446";"https://maps.google.com/?cid=0x0:0x8de887d4ff4b876f";""
"komplek housing";"Komplek perumahan";"Huta Kobun";"9RC7+8Q2, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3707735";"98.8144007";"https://maps.google.com/?cid=0x0:0x2dd8588a57eb47ce";""
"komplek housing";"Komplek perumahan";"Janji Nahata";"9R29+HGW, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.351489";"98.818819";"https://maps.google.com/?cid=0x0:0xbd22f012d6bbd74a";""
"komplek housing";"Komplek perumahan";"Rumah Pak HM";"8R8F+XF, Sinambela, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara";"Kabupaten Humbang Hasundutan, Sumatera Utara";"SUMATERA UTARA";"";"Indonesia";"";"";"";"2.3174958";"98.8237411";"https://maps.google.com/?cid=0x0:0x79fded606f92cab5";""
"komplek housing";"Komplek perumahan";"Huta Pagardari";"9R86+2QG, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3650559";"98.8119596";"https://maps.google.com/?cid=0x0:0x3241187d24760762";""
"komplek housing";"Komplek perumahan";"Irma sipahutar";"9R68+6QH, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3605715";"98.8169822";"https://maps.google.com/?cid=0x0:0x14c88de474dd3209";""
"komplek housing";"Komplek perumahan";"Rumah Rikky Lumban Gaol";"8R52+6H8, Marbun Tonga Marbun Dolok, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Marbun Tonga Marbun Dolok, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3080368";"98.8014683";"https://maps.google.com/?cid=0x0:0x5a12a5f5a4a07d1";""
"komplek housing";"Komplek perumahan";"Rajin Sihite";"7QMV+7QH, Sosor Gonting, Kec. Dolok sanggul, Kabupaten Humbang Hasundutan, Sumatera Utara";"Kabupaten Humbang Hasundutan, Sumatera Utara";"SUMATERA UTARA";"";"Indonesia";"";"";"";"2.2831972";"98.7945028";"https://maps.google.com/?cid=0x0:0x8cc940bcafc85004";""
"komplek housing";"Komplek perumahan";"Rumah Inang Tipang";"9R87+MJP, Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Tipang, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3674343";"98.8138917";"https://maps.google.com/?cid=0x0:0xf80223b71ce0c7e7";""
"komplek housing";"Komplek perumahan";"Parsambilan";"8R35+W2P, Siunong Unong Julu, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Siunong Unong Julu, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3048486";"98.8075763";"https://maps.google.com/?cid=0x0:0x6c71dafac9fe1267";""
"komplek housing";"Pembangunan Perumahan";"Rumah Wakneng Losung aek";"8R86+JMW, Marbun Tonga Marbun Dolok, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Marbun Tonga Marbun Dolok, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.317271";"98.8127104";"https://maps.google.com/?cid=0x0:0xeca7c30e23a4e481";""
"komplek housing";"Komplek perumahan";"RUMAH TULANG INON";"8R34+2JR, Siunong Unong Julu, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Siunong Unong Julu, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";"";"";"";"2.3027708";"98.8066264";"https://maps.google.com/?cid=0x0:0xfc4f1ccf3b6d9ff8";""
"komplek housing";"Pembangunan Perumahan";"Huta Bagasan";"Huta Bagasan, Simangulampe, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457";"Simangulampe, Kec. Bakti Raja, Kabupaten Humbang Hasundutan";"SUMATERA UTARA";"22457";"Indonesia";" 081361467356";"";"";"2.3188392";"98.8382604";"https://maps.google.com/?cid=0x0:0xb3423304ae58eeda";""
