Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link
"perumahan";"perumahan";"Kec. Makbon";"Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7584809";"131.586328";"https://maps.google.com/?cid=0x0:0x4d3844fe7f245ffc"
"perumahan";"Komplek perumahan";"kampung malagisih distrik makbon";"Jl. Sorong - Makbon, Batu Lobang, Kec. Makbon, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7995278";"131.4284057";"https://maps.google.com/?cid=0x0:0xbb3a18c2f5b7514"
"perumahan";"Komplek perumahan";"Makbon";"484P+F3R, Giwu, Distrik Sorong Timur, Kota Sorong, Papua Bar. 98416";"Giwu, Distrik Sorong Timur, Kota Sorong";"PAPUA BARAT";"98416";"Indonesia";"";"-0.8937635";"131.3351355";"https://maps.google.com/?cid=0x0:0x2a9a766a870af119"
"perumahan";"Komplek perumahan";"kampung kalasbon";"Jl. Sorong - Tambrauw, Malaumkarta, Kec. Makbon, Kabupaten Sorong, Papua Bar. 98471";"Malaumkarta, Kec. Makbon, Kabupaten Sorong";"PAPUA BARAT";"98471";"Indonesia";"";"-0.7677927";"131.5567532";"https://maps.google.com/?cid=0x0:0xf8b9adb853763649"
"perumahan";"perumahan";"Rumah keluarga Wally/Paa";"7G3Q+34R, Makbon, Kec. Makbon, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7472687";"131.5377728";"https://maps.google.com/?cid=0x0:0x95fdec6c520d19e1"
"perumahan";"Komplek perumahan";"rumah orang";"7M4M+J9, Asbaken, Kec. Makbon, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7433815";"131.6833882";"https://maps.google.com/?cid=0x0:0x99a02312c6c5d924"
"perumahan";"Komplek perumahan";"Kampung makbon";"49Q9+8C4, Jl. Sorong - Makbon, Giwu, Distrik Sorong Timur, Kota Sorong, Papua Bar.";"Kota Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.8617279";"131.3685826";"https://maps.google.com/?cid=0x0:0x1b61676fd39da761"
"perumahan";"Komplek perumahan";"Kampung kuadas";"6GJP+C5H, Kuadas, Kec. Makbon, Kabupaten Sorong, Papua Bar. 98471";"Kuadas, Kec. Makbon, Kabupaten Sorong";"PAPUA BARAT";"98471";"Indonesia";"";"-0.7690655";"131.5351143";"https://maps.google.com/?cid=0x0:0x421f037f1bc087af"
"perumahan";"Pembangunan Perumahan";"Kompleks Way";"484M+WHP, Jalan, Matalamagi, Makbon, Sorong Regency, West Papua 98416";"Jalan, Matalamagi, Makbon, Sorong Regency";"PAPUA BARAT";"98416";"Indonesia";"";"-0.8926638";"131.3339411";"https://maps.google.com/?cid=0x0:0x80008afaea5a1df8"
"perumahan";"Komplek perumahan";"Rumah Riki semunya";"Howait, Jl. Trans Papua Barat, Asbaken, Kec. Makbon, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7683646";"131.7008348";"https://maps.google.com/?cid=0x0:0x1d4b12fbe956ea34"
"perumahan";"perumahan";"Nardo";"48FM+FV9, Jl. Sorong - Makbon, Matalamagi, Kec. Sorong Utara, Kota Sorong, Papua Bar. 98416";"Jl. Sorong - Makbon, Matalamagi, Kec. Sorong Utara, Kota Sorong";"PAPUA BARAT";"98416";"Indonesia";"";"-0.8763337";"131.3347252";"https://maps.google.com/?cid=0x0:0x858580bf84bb52b"
"perumahan";"Pembangunan Perumahan";"Kampung kabanmolo";"2CR4+FXC, Maibo, Kec. Aimas, Kabupaten Sorong, Papua Bar. 98419";"Maibo, Kec. Aimas, Kabupaten Sorong";"PAPUA BARAT";"98419";"Indonesia";"";"-0.9588132";"131.4073849";"https://maps.google.com/?cid=0x0:0x1db585f011db3e7d"
"perumahan";"Pembangunan Perumahan";"KAMPUNG KLAYILI";"3HH7+34J, JL, Kuadas, Distrik Klayili, Kabupaten Sorong, Papua Bar. 98471";"JL, Kuadas, Distrik Klayili, Kabupaten Sorong";"PAPUA BARAT";"98471";"Indonesia";"";"-0.9222942";"131.562766";"https://maps.google.com/?cid=0x0:0xb577df782ccfdd32"
"perumahan";"Pembangunan Perumahan";"Perumahan KPR polisi KM 10";"487C+J53, jln malinda lorog 2, Jl. Kpr Polisi No.Km 10, Sawagumu, Kec. Sorong Utara, Kota Sorong, Papua Bar. 98416";"jln malinda lorog 2, Jl. Kpr Polisi No.Km 10, Sawagumu, Kec. Sorong Utara, Kota Sorong";"PAPUA BARAT";"98416";"Indonesia";"";"-0.8859939";"131.3196924";"https://maps.google.com/?cid=0x0:0x2f0551b37ba785f1"
"perumahan";"perumahan";"Papua Bar. 98457";"Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0666951";"131.5012792";"https://maps.google.com/?cid=0x0:0x60164e450d5e6bd7"
"perumahan";"Komplek perumahan";"Rumah HENGKI";"WF99+2MC, Klalomon, Distrik Klamono, Kabupaten Sorong, Papua Bar. 98457";"Klalomon, Distrik Klamono, Kabupaten Sorong";"PAPUA BARAT";"98457";"Indonesia";"";"-1.0824272";"131.4691377";"https://maps.google.com/?cid=0x0:0x8cab30f156682ce0"
"perumahan";"Komplek perumahan";"𝕻𝖔𝖉𝖆𝖝";"VFHR+45, Klamono, Distrik Klamono, Kabupaten Sorong, Papua Bar. 98457";"Klamono, Distrik Klamono, Kabupaten Sorong";"PAPUA BARAT";"98457";"Indonesia";"";"-1.1220796";"131.4903823";"https://maps.google.com/?cid=0x0:0x1e2c066fdff34044"
"perumahan";"Pembangunan Perumahan";"Komplex Distrik Klamono (S.P.D) _ Rumah Dewika Klamono";"VF8G+VX, Klawana, Distrik Klamono, Kabupaten Sorong, Papua Bar. 98457";"Klawana, Distrik Klamono, Kabupaten Sorong";"PAPUA BARAT";"98457";"Indonesia";"";"-1.1328447";"131.4774787";"https://maps.google.com/?cid=0x0:0xf53f824735e052cc"
"perumahan";"Komplek perumahan";"Perumahan Divisi I Klasafet";"WG7X+6X, Maladuk, Distrik Klamono, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0868925";"131.5500456";"https://maps.google.com/?cid=0x0:0xe83fe1f3e920a026"
"perumahan";"Komplek perumahan";"H.Manise";"XC5C+89C, Klaben, Distrik Mariat, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0416903";"131.4209053";"https://maps.google.com/?cid=0x0:0xc5f87ed88625c356"
"perumahan";"Komplek perumahan";"Rumh tinggal";"VF55+Q28, Wonosari, Distrik Klamono, Kabupaten Sorong, Papua Bar. 98451";"Wonosari, Distrik Klamono, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.1405867";"131.4575811";"https://maps.google.com/?cid=0x0:0x7fa863b84770c911"
"perumahan";"Otoritas Perumahan";"PERUMAHAN PEMDA KM. 24 KABUPATEN SORONG";"2977+V9F, Aimas, Kec. Aimas, Kabupaten Sorong, Papua Bar. 98415";"Aimas, Kec. Aimas, Kabupaten Sorong";"PAPUA BARAT";"98415";"Indonesia";"";"-0.98532";"131.3634064";"https://maps.google.com/?cid=0x0:0x2b14f9bf12be9501"
"perumahan";"Perhimpunan Pengembang Perumahan";"KAMPUNG MALASMILIY";"VFGM+JGX, Klamono, Distrik Klamono, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.1233761";"131.4838729";"https://maps.google.com/?cid=0x0:0xe53258c7dcb99408"
"perumahan";"Pembangunan Perumahan";"Kampung gisim darat";"XGCJ+FH, Maladofok, Kec. Sayosa, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.028858";"131.531441";"https://maps.google.com/?cid=0x0:0x181b29173a0a8b8d"
"perumahan";"Pembangunan Perumahan";"PERUMAHAN AIMO";"295C+PR8, Jl. Klamono - Kambuaya, Klamasen, Distrik Mariat, Kabupaten Sorong, Papua Bar. 98415";"Jl. Klamono - Kambuaya, Klamasen, Distrik Mariat, Kabupaten Sorong";"PAPUA BARAT";"98415";"Indonesia";"";"-0.9907181";"131.3720676";"https://maps.google.com/?cid=0x0:0xfe272d143dfbf49"
"perumahan";"Komplek perumahan";"Kampung FLOBAMORA";"X96P+7MG, Klaben, Distrik Mariat, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0393072";"131.3867034";"https://maps.google.com/?cid=0x0:0xe79bc9ab6f17e28b"
"perumahan";"perumahan";"Rumah singgah Bapak AKW";"Klaben, Distrik Mariat, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0238818";"131.3883174";"https://maps.google.com/?cid=0x0:0x851121f68e931efb"
"perumahan";"Perhimpunan Pengembang Perumahan";"Rumah lama";"WH6G+RQ, Maladofok, Kec. Sayosa, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0879858";"131.5769447";"https://maps.google.com/?cid=0x0:0x799ab4ca15888972"
"perumahan";"perumahan";"Papua Bar. 98472";"Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.8437569";"131.9989718";"https://maps.google.com/?cid=0x0:0x94d7894d7b2d29e5"
"perumahan";"perumahan";"Kompleks BUTON";"8WX5+FM, Kwade, Moraid, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.6512961";"131.9091668";"https://maps.google.com/?cid=0x0:0x731e70a9f08ed17b"
"perumahan";"Komplek perumahan";"Kampung Klaos";"342H+C25, Jl. Kampung, Klaos, Maudus, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.9489964";"132.127625";"https://maps.google.com/?cid=0x0:0xca0c8d07da8012d4"
"perumahan";"Pembangunan Perumahan";"Kampung Miskum, Distrik Klaso (Klabasi) Kabupaten Sorong";"6V6J+32, Selekobo, Sorong, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7878928";"131.8796977";"https://maps.google.com/?cid=0x0:0x15565434ec8ed3c3"
"perumahan";"Perhimpunan Pengembang Perumahan";"KAMPUNG KLAKAK";"3W6W+QV, Klatim, Maudus, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.9381207";"131.9472167";"https://maps.google.com/?cid=0x0:0xc6423d9222b4ce6a"
"perumahan";"Pembangunan Perumahan";"Rumah Nakes";"6R2J+86, Siwis, Distrik Klaso, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7991956";"131.830609";"https://maps.google.com/?cid=0x0:0xf1919f67d416c599"
"perumahan";"Pembangunan Perumahan";"Kampung Miskum, Distrik Klaso (Klabasi) Kab. Sorong";"8W82+RW2, Miskum, Distrik Klaso, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.6829753";"131.9022792";"https://maps.google.com/?cid=0x0:0xf688d9d0f5d4827b"
"perumahan";"perumahan";"Akom";"8WG6+53 AKOM SONA MERA, Mega, Moraid, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.6767173";"131.9135714";"https://maps.google.com/?cid=0x0:0xafa0399bc4564064"
"perumahan";"Sekolah Dasar";"Desa bamusbama";"67V7+CMP, Unnamed Road, Bamusbama, Kec. Yembun, Kabupaten Tambrauw, Papua Bar. 98473";"Unnamed Road, Bamusbama, Kec. Yembun, Kabupaten Tambrauw";"PAPUA BARAT";"98473";"Indonesia";"";"-0.7564102";"132.2641895";"https://maps.google.com/?cid=0x0:0xe31986032a60d12"
"perumahan";"Komplek perumahan";"Kampung Ramah Mamalia Klalik";"5RM5+665, Siwis, Distrik Klaso, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.8169966";"131.8080999";"https://maps.google.com/?cid=0x0:0x2f73c78fca53e2fb"
"perumahan";"Komplek perumahan";"Kampung Selemalawili";"7RM8+G7F, Dela, Moraid, Kabupaten Sorong, Papua Bar. 98472";"Dela, Moraid, Kabupaten Sorong";"PAPUA BARAT";"98472";"Indonesia";"";"-0.7166448";"131.8145914";"https://maps.google.com/?cid=0x0:0x64c628c350a532f0"
"perumahan";"Komplek perumahan";"Distrik moraid";"8V7G+CWM, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.68641";"131.877304";"https://maps.google.com/?cid=0x0:0xff77deb4c132656"
"perumahan";"Komplek perumahan";"Kampung malaworsai";"8WGJ+GX, Mega, Moraid, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.6737182";"131.9324964";"https://maps.google.com/?cid=0x0:0x2b79d51d30d660d5"
"perumahan";"Kantor Pemerintah";"Kampung Baun Distrik Yembun Kabupaten Tambrauw";"74QP+MR, Baun, Kec. Yembun, Kabupaten Tambrauw, Papua Bar.";"Kabupaten Tambrauw, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-0.7108291";"132.1371008";"https://maps.google.com/?cid=0x0:0x18a3eb10de6d858f"
"perumahan";"perumahan";"Mayamuk";"Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0590548";"131.2851406";"https://maps.google.com/?cid=0x0:0x18c5e8368d4ad732"
"perumahan";"Perhimpunan Pengembang Perumahan";"Kompleks Masa Depan";"X74Q+XPH, Makbusun, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Makbusun, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0425684";"131.2893539";"https://maps.google.com/?cid=0x0:0x7d927c306bff6f5e"
"perumahan";"perumahan";"BangRey";"W7PM+V57, Jl. Jayawijaya, Makbalim, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Jl. Jayawijaya, Makbalim, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0624915";"131.2819071";"https://maps.google.com/?cid=0x0:0x848ea2617cb34a1"
"perumahan";"perumahan";"Krisna'Ck";"Jl. Semeru No.II, Makbalim, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Makbalim, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0641504";"131.2792656";"https://maps.google.com/?cid=0x0:0x42119a64bb858a88"
"perumahan";"Komplek perumahan";"Rumah Bahri Husni";"X744+6MC, Arar, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Arar, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0444483";"131.256633";"https://maps.google.com/?cid=0x0:0x8e896cbe475f6cc2"
"perumahan";"perumahan";"Limpul";"W7PM+V57, Jl. Jayawijaya, Makbalim, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Jl. Jayawijaya, Makbalim, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0625811";"131.2796643";"https://maps.google.com/?cid=0x0:0xdfbba8f3f3f3b489"
"perumahan";"perumahan";"Kel. F MAJEFAT.";"W7XP+X5X, Wen, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Wen, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.050013";"131.2854795";"https://maps.google.com/?cid=0x0:0x99087d2aba8448ea"
"perumahan";"Perhimpunan Pengembang Perumahan";"Rumah Mbah Pio";"X7CQ+HWC, Makbusun, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Makbusun, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.028569";"131.2897553";"https://maps.google.com/?cid=0x0:0x72c609fd16fce313"
"perumahan";"Komplek perumahan";"Rumah Rasya";"W76P+2CH, Makotyamsa, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Makotyamsa, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0899375";"131.2861094";"https://maps.google.com/?cid=0x0:0x25a2a049eaea2977"
"perumahan";"Pembangunan Perumahan";"Rumah Badrus";"W7RP+GGM SP 4, Jalan, Klasmelek, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Jalan, Klasmelek, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0586647";"131.2862855";"https://maps.google.com/?cid=0x0:0x3758bab471b54d41"
"perumahan";"perumahan";"Kel, Maikel";"X74P+738, RT.003/RW.001, Wen, Mayamuk, Kabupaten Sorong, Papua Bar. daya";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0443293";"131.2852074";"https://maps.google.com/?cid=0x0:0xfb8fb63d2a810061"
"perumahan";"Pembangunan Perumahan";"Anto house";"W75P+93V, Makotyamsa, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Makotyamsa, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0915246";"131.2851586";"https://maps.google.com/?cid=0x0:0x3832730870d01fbf"
"perumahan";"perumahan";"Rumah gue";"W7WX+FP2, Klasmelek, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Klasmelek, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0538623";"131.2992548";"https://maps.google.com/?cid=0x0:0xbdb56455a790914"
"perumahan";"Komplek perumahan";"Royikin";"W75R+278, Unnamed Road, Makotyamsa, Mayamuk, Kabupaten Sorong, Papua Bar. 98451";"Unnamed Road, Makotyamsa, Mayamuk, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.0924609";"131.2907084";"https://maps.google.com/?cid=0x0:0x8c89449afc359c3f"
"perumahan";"perumahan";"Papua Bar. 98451";"Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.1998275";"131.3611121";"https://maps.google.com/?cid=0x0:0x9f6340793bb8183"
"perumahan";"Komplek perumahan";"kampung Moja";"V7VC+9PP, Majaran, Kec. Salawati, Kabupaten Sorong, Papua Bar. 98451";"Majaran, Kec. Salawati, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.1065403";"131.2718126";"https://maps.google.com/?cid=0x0:0x7bd00fb315c86383"
"perumahan";"Pembangunan Perumahan";"Modan 1";"V843+264, Walal, Kec. Salawati, Kabupaten Sorong, Papua Bar. 98451";"Walal, Kec. Salawati, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.1449835";"131.3030769";"https://maps.google.com/?cid=0x0:0xd589d47d6e687553"
"perumahan";"perumahan";"Kel, Maikel";"X74P+738, RT.003/RW.001, Wen, Mayamuk, Kabupaten Sorong, Papua Bar. daya";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0443293";"131.2852074";"https://maps.google.com/?cid=0x0:0xfb8fb63d2a810061"
"perumahan";"Pembangunan Perumahan";"Rumah M'Mudy";"R7V8+QMV, Majener, Kec. Salawati, Kabupaten Sorong, Papua Bar. 98451";"Majener, Kec. Salawati, Kabupaten Sorong";"PAPUA BARAT";"98451";"Indonesia";"";"-1.1553298";"131.2667707";"https://maps.google.com/?cid=0x0:0x956a86cbf1298175"
"perumahan";"perumahan";"Metus home";"W72H+6V, Makotyamsa, Mayamuk, Kabupaten Sorong, Papua Bar.";"Kabupaten Sorong, Papua Bar.";"PAPUA BARAT";"";"Indonesia";"";"-1.0994629";"131.2797097";"https://maps.google.com/?cid=0x0:0xdec28e5bda6f7d62"
