Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
komplek housing,komplek housing,RUMAH RESSA AUREL,"X3XX+RX5, Simpang Naneng, Kec. Karusen Janang, Kabupaten Barito Timur, Kalimantan Tengah 73681","Simpang Naneng, Kec. Karusen Janang, Kabupaten Barito Timur",KALIMANTAN TENGAH,73681.0,Indonesia,,,,-2.0004995,115.0999753,https://maps.google.com/?cid=0x0:0xad0c1c49000c76f3,
komplek housing,komplek housing,Kalimantan Tengah 73681,"Kabupaten Barito Timur, Kalimantan Tengah","Kabupaten Barito Timur, Kalimantan Tengah",KALIMANTAN TENGAH,,Indonesia,,,,-1.9957549,115.1177654,https://maps.google.com/?cid=0x0:0xad325f18fddf1160,
komplek housing,Rumah Kayu,Rumah Ebekson,"Jl. Tamiyang Layang - Ampah No.KM 7, Sumur, Kec. Dusun Tim., Kabupaten Barito Timur, Kalimantan Tengah 73681","Sumur, Kec. Dusun Tim., Kabupaten Barito Timur",KALIMANTAN TENGAH,73681.0,Indonesia,,,,-2.0568774,115.1358165,https://maps.google.com/?cid=0x0:0xf4e963e32d333c9f,
komplek housing,Pembangunan Perumahan,Insyah,"25FW+M8V, Janah Jari, Kec. Awang, Kabupaten Barito Timur, Kalimantan Tengah 73671","Janah Jari, Kec. Awang, Kabupaten Barito Timur",KALIMANTAN TENGAH,73671.0,Indonesia,,,,-1.9757538,115.1957632,https://maps.google.com/?cid=0x0:0x57c28ea5dc53b9bb,
komplek housing,Pembangunan Perumahan,Mengukur sebidang tanah,"X46P+XHR, Dekat SDN 2, Jaweten, Kec. Dusun Tim., Kabupaten Barito Timur, Kalimantan Tengah","Kabupaten Barito Timur, Kalimantan Tengah",KALIMANTAN TENGAH,,Indonesia,,,,-2.0375062,115.1363826,https://maps.google.com/?cid=0x0:0x1a8a96800d35575a,
komplek housing,Pembangunan Perumahan,Rumah amah jabang,"25FW+JCQ, Janah Jari, Kec. Awang, Kabupaten Barito Timur, Kalimantan Tengah 73671","Janah Jari, Kec. Awang, Kabupaten Barito Timur",KALIMANTAN TENGAH,73671.0,Indonesia,,,,-1.976129,115.195894,https://maps.google.com/?cid=0x0:0xdbd1c9001f995fcf,
komplek housing,Pembangunan Perumahan,My home,"Gang warga 1 No.52, Jaweten, Kec. Dusun Tim., Kabupaten Barito Timur, Kalimantan Tengah","Kabupaten Barito Timur, Kalimantan Tengah",KALIMANTAN TENGAH,,Indonesia,,,,-2.0355599,115.1355545,https://maps.google.com/?cid=0x0:0xb0eca45fd6fd5e00,
komplek housing,komplek housing,Rangga saputra,"34CX+933, Tarinsing, Kec. Paku, Kabupaten Barito Timur, Kalimantan Tengah","Kabupaten Barito Timur, Kalimantan Tengah",KALIMANTAN TENGAH,,Indonesia,,,,-1.9291244,115.1476618,https://maps.google.com/?cid=0x0:0xecd2e50da1b6f9fd,
komplek housing,Komplek perumahan,Callen,"W4MP+HH2, Sumur, Kec. Dusun Tim., Kabupaten Barito Timur, Kalimantan Tengah 73681","Sumur, Kec. Dusun Tim., Kabupaten Barito Timur",KALIMANTAN TENGAH,73681.0,Indonesia,,,,-2.0659867,115.1359999,https://maps.google.com/?cid=0x0:0x9bccd14815e34238,
komplek housing,Pembangunan Perumahan,Hayaping,"26CV+7HP, Hayaping, Kec. Awang, Kabupaten Barito Timur, Kalimantan Tengah 73671","Hayaping, Kec. Awang, Kabupaten Barito Timur",KALIMANTAN TENGAH,73671.0,Indonesia,,,,-1.9792917,115.2439615,https://maps.google.com/?cid=0x0:0x8a8b04e2e4ef7a68,
