Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link
komplek housing,Komplek perumahan,Erytarina Sukmawanti,"Jl. Wijaya Kusuma IIIA No.54, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3213091,117.5789401,https://maps.google.com/?cid=0x0:0xfc39f75587ecdbd2,
komplek housing,komplek housing,Kalimantan Utara 77111,"Karang Anyar Pantai, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,,,,3.3095521,117.5827496,https://maps.google.com/?cid=0x0:0xf55536e5ab2854e9,
komplek housing,Komplek perumahan,myOmah,"8H5M+P94, Karang Anyar Pantai, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,,,,3.3092542,117.5834641,https://maps.google.com/?cid=0x0:0x2438f37ffd907322,
komplek housing,Perumahan,Rumah H Sani,"Jl. Gajah Mada No.20, Karang Anyar Pantai, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar Pantai, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3088065,117.5823539,https://maps.google.com/?cid=0x0:0x29dd744e66311847,
komplek housing,Komplek perumahan,Ega home,"Jl. Swasembada Gg. Kelapa No.117, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3353269,117.5764719,https://maps.google.com/?cid=0x0:0xbaf53b91431167d7,
komplek housing,Komplek perumahan,MC house,"8H8M+CC7, Jl. Nusa Indah No.82, RT.44, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Jl. Nusa Indah No.82, RT.44, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3164204,117.579884,https://maps.google.com/?cid=0x0:0x7561c518177a5b6d,
komplek housing,Komplek perumahan,Home,"8HWC+4G4, Jl. Lestari RW.DEPAN 613, Karang Harapan, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Jl. Lestari RW.DEPAN 613, Karang Harapan, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3451204,117.5712952,https://maps.google.com/?cid=0x0:0x665ee55ee435f34c,
komplek housing,Komplek perumahan,Perumahan teratai indah,"Jl. Mulawarman Gg. Celebes No.66, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3251456,117.578752,https://maps.google.com/?cid=0x0:0x62f1e9232c308ad2,
komplek housing,Komplek perumahan,Sebengkok,"Jl. P. Diponegoro No.66, Sebengkok, Kec. Tarakan Tengah, Kota Tarakan, Kalimantan Utara 77111","Sebengkok, Kec. Tarakan Tengah, Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3015116,117.5937006,https://maps.google.com/?cid=0x0:0x7f44bf693af3fb8f,
komplek housing,Perhimpunan Pengembang Perumahan,Kampung Bugis dalam,"8HGH+WCR, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,,,,3.3273599,117.5785049,https://maps.google.com/?cid=0x0:0xafa1aac937bcaf69,
komplek housing,komplek housing,Rumah sukarji,"Jl. Flamboyan No.rt 30, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3187359,117.5843658,https://maps.google.com/?cid=0x0:0x54555ba7c63a9572,
komplek housing,Rumah Kayu,Sinar,"Jembatan bongkok rt21 no89, Kec. Tarakan Bar., Kalimantan Utara 77111",Kec. Tarakan Bar.,KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3042632,117.5727263,https://maps.google.com/?cid=0x0:0xb698271bf7672e36,
komplek housing,komplek housing,Rumah Zsaqira,"Jl. Kamboja No.44, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3149185,117.5838529,https://maps.google.com/?cid=0x0:0x1ae8f404efa8df5d,
komplek housing,Komplek perumahan,Rumah pak romy kipu,"Jl. Kamboja No.50, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara 77111","Karang Anyar, Kec. Tarakan Bar., Kota Tarakan",KALIMANTAN UTARA,77111.0,Indonesia,,,,3.3144369,117.5810342,https://maps.google.com/?cid=0x0:0x9fc001fcfa7070ef,
komplek housing,komplek housing,Kalimantan Utara 77112,"Karang Balik, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,,,,3.306797,117.590528,https://maps.google.com/?cid=0x0:0x1470b76b4da93f75,
komplek housing,Komplek perumahan,Kompleks Perumahan Griya Persemaian,"Karang Harapan, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,,,,3.3521454,117.5709213,https://maps.google.com/?cid=0x0:0x74d8bb145dbc5133,
komplek housing,Masjid,Kompleks Perumahan Korpri Juata Permai,"Perumahan PNS Tarakan/kalimantan utara, Kalimantan Utara","Kota Tarakan, Kalimantan Utara",KALIMANTAN UTARA,,Indonesia,82253581038.0,,,3.3792089,117.5319733,https://maps.google.com/?cid=0x0:0x57ba00aab8b97e6c,
