Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link
"komplek housing";"Komplek perumahan";"Ekayulianacitradewi";"4Q3F+243, Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8976808";"113.7730052";"https://maps.google.com/?cid=0x0:0xe46c8b2cd590745d";""
"komplek housing";"Komplek perumahan";"Rumah Evita";"3RR9+JG6, Gg. VI, Kotakulon, Kec. Bondowoso, Kabupaten Bondowoso, Jawa Timur 68219";"Gg. VI, Kotakulon, Kec. Bondowoso, Kabupaten Bondowoso";"JAWA TIMUR";"68219";"Indonesia";"";"";"";"-7.9084555";"113.8187667";"https://maps.google.com/?cid=0x0:0x7047ebb2c524451a";""
"komplek housing";"Komplek perumahan";"Home Anaz't Family";"4QC8+WGG, Masjid, Bendelan, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Masjid, Bendelan, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8779445";"113.7662518";"https://maps.google.com/?cid=0x0:0x5ca527fc0bf5e9a2";""
"komplek housing";"Komplek perumahan";"M.DONI ANANTA";"4Q3F+243, Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.897656";"113.772942";"https://maps.google.com/?cid=0x0:0x3c695914b00edf25";""
"komplek housing";"Komplek perumahan";"KH Moch Anshori";"4Q2F+VHM, Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Krajan, Binakal, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8977805";"113.7739161";"https://maps.google.com/?cid=0x0:0x24303686970cb874";""
"komplek housing";"Perumahan";"Muhammad kholik";"4Q33+WPM, Andung, Baratan, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Andung, Baratan, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8951608";"113.7542861";"https://maps.google.com/?cid=0x0:0xed92d781633c9bdd";""
"komplek housing";"Komplek perumahan";"Rumah";"4Q79+HJ8, Kebunan, Jeruk Soksok, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Kebunan, Jeruk Soksok, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.886078";"113.769073";"https://maps.google.com/?cid=0x0:0xa2330894cf414c5";""
"komplek housing";"Rumah Berhantu";"Dinda House";"4QC8+WHM, Masjid, Bendelan, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Masjid, Bendelan, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8776701";"113.7664357";"https://maps.google.com/?cid=0x0:0x87a525c642589591";""
"komplek housing";"Komplek perumahan";"Rumah Ainul";"4Q9H+87F, Pal 16 II, Sumber Tengah, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Pal 16 II, Sumber Tengah, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8816972";"113.7781575";"https://maps.google.com/?cid=0x0:0xdcdfb656f0c727fc";""
"komplek housing";"komplek housing";"HOME KHOIRUL ABDI";"4Q58+22X, Timur Sawah, Jeruk Soksok, Kec. Binakal, Kabupaten Bondowoso, Jawa Timur 68251";"Timur Sawah, Jeruk Soksok, Kec. Binakal, Kabupaten Bondowoso";"JAWA TIMUR";"68251";"Indonesia";"";"";"";"-7.8924731";"113.7652573";"https://maps.google.com/?cid=0x0:0x133824d10e8a3961";""
