Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link
"perumahan";"Pembangunan Perumahan";"Rsh";"FR2P+2R9, Gampong Baro, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Gampong Baro, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.450542";"95.837056";"https://maps.google.com/?cid=0x0:0xdab8aab6c6bab303"
"perumahan";"perumahan";"Aceh 23653";"Kec. Teunom, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.5590872";"95.8775964";"https://maps.google.com/?cid=0x0:0xd1bbc87731e6c060"
"perumahan";"Masjid";"Teunom";"CRPG+HVX, Jl. Meulaboh - Banda Aceh, Paya Baro, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Jl. Meulaboh - Banda Aceh, Paya Baro, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4364989";"95.8272307";"https://maps.google.com/?cid=0x0:0xae29e421dc8f242c"
"perumahan";"Komplek perumahan";"Rumah";"CRX5+WHP, Alue Ambang, Kec. Teunom, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.4495962";"95.8085231";"https://maps.google.com/?cid=0x0:0x2908b4303e722fd6"
"perumahan";"Pembangunan Perumahan";"Rumoh dek jul";"CRX9+X33, Panton, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Panton, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4498354";"95.816549";"https://maps.google.com/?cid=0x0:0x48708e98faa15164"
"perumahan";"Pembangunan Perumahan";"Rumoh boting TM";"FR66+C5, Keude Teunom, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Keude Teunom, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4610932";"95.8104057";"https://maps.google.com/?cid=0x0:0xb339d3beacb8b93a"
"perumahan";"Masjid";"Mesjid";"FR5M+Q3H, Gampong Baro, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Gampong Baro, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4594379";"95.8327464";"https://maps.google.com/?cid=0x0:0xe432e42385e361b3"
"perumahan";"Pembangunan Perumahan";"Rumah Sekretaris Gampong Tuwi Kareung";"FVXM+M46, Tuwi Kareung I, Kec. Pasie Raya, Kabupaten Aceh Jaya, Aceh 23653";"Tuwi Kareung I, Kec. Pasie Raya, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4991551";"95.8827606";"https://maps.google.com/?cid=0x0:0x1e04335658b2ea50"
"perumahan";"Pembangunan Perumahan";"Hamdani Family";"CRGQ+35Q, Paya Baro, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Paya Baro, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";" 081264404817";"4.4252148";"95.8379976";"https://maps.google.com/?cid=0x0:0x8587666cf8606f38"
"perumahan";"Komplek perumahan";"Rumah Nurul/ Heri";"CRW6+H4H, Alue Ambang, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Alue Ambang, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4458903";"95.8105833";"https://maps.google.com/?cid=0x0:0x7d671acea2db438f"
"perumahan";"Pembangunan Perumahan";"Rumah cut lem droe";"FV72+G28, Pasi Geulima, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Pasi Geulima, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.4636199";"95.8489933";"https://maps.google.com/?cid=0x0:0x244afd50cdd0e1d1"
"perumahan";"Komplek perumahan";"Rumah T. HASYIMI PUTEH";"FR28+656, Padang Kleng, Kec. Teunom, Kabupaten Aceh Jaya, Aceh 23653";"Padang Kleng, Kec. Teunom, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.451556";"95.815552";"https://maps.google.com/?cid=0x0:0x973cf218c73c2c3d"
"perumahan";"Pembangunan Perumahan";"Rumah Kaur Umum dan Perencanaan";"GV2M+6H2, Tuwi Kareung I, Kec. Pasie Raya, Kabupaten Aceh Jaya, Aceh 23653";"Tuwi Kareung I, Kec. Pasie Raya, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";" 085361413961";"4.5005163";"95.8838964";"https://maps.google.com/?cid=0x0:0xc3b8777e08848d45"
"perumahan";"Komplek perumahan";"Rumah sofan";"HWHC+RWR, Alue Jang, Kec. Pasie Raya, Kabupaten Aceh Jaya, Aceh 23653";"Alue Jang, Kec. Pasie Raya, Kabupaten Aceh Jaya";"ACEH";"23653";"Indonesia";"";"4.5796195";"95.9224545";"https://maps.google.com/?cid=0x0:0x26bcf43a9e79b6c1"
"perumahan";"perumahan";"Kilang padi Ujong simpang";"9W2X+GXV, Ujong Simpang, Kec. Arongan Lambalek, Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.3513644";"95.9499285";"https://maps.google.com/?cid=0x0:0x12d2704a649be287"
"perumahan";"perumahan";"Aceh 23654";"Kec. Woyla, Aceh";"Aceh";"ACEH";"";"Indonesia";"";"4.4143635";"96.0255738";"https://maps.google.com/?cid=0x0:0xafd411fd2a1143af"
"perumahan";"Pertanian";"Gampong Ulee Pulo";"92FM+W53, Drien Sibak, Kec. Sungai MAS, Kabupaten Aceh Barat, Aceh 23654";"Drien Sibak, Kec. Sungai MAS, Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.374768";"96.0329289";"https://maps.google.com/?cid=0x0:0xb58b903587b89b0"
"perumahan";"perumahan";"Kilang padi";"9X54+FP4, Ujong Simpang, Kec. Arongan Lambalek, Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.3586401";"95.956825";"https://maps.google.com/?cid=0x0:0x455ecae9fe6c9ec5"
"perumahan";"perumahan";"Rumah nenek ayyubi";"933R+Q7Q, Suak Tring, Kec. Woyla, Kabupaten Aceh Barat, Aceh 23654";"Suak Tring, Kec. Woyla, Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.3537494";"96.0913232";"https://maps.google.com/?cid=0x0:0x6e834cd7a6fdbf9a"
"perumahan";"Komplek perumahan";"Rumah pipi";"845R+438, Suak Pangkat, Kec. Bubon, Kabupaten Aceh Barat, Aceh 23654";"Suak Pangkat, Kec. Bubon, Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.307796";"96.1402025";"https://maps.google.com/?cid=0x0:0xaa933bf0759bcdb1"
"perumahan";"Perhimpunan Pengembang Perumahan";"Simpang Ie Sayang Woyla Barat";"92C8+27G, Ie Sayang, Kec. Woyla Bar., Kabupaten Aceh Barat, Aceh 23654";"Ie Sayang, Kec. Woyla Bar., Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.3700533";"96.0157057";"https://maps.google.com/?cid=0x0:0x2795b2fa3cc0fdc7"
"perumahan";"Komplek perumahan";"Rumah Abdullah U";"82C5+7XQ, Napai, Kec. Woyla Bar., Kabupaten Aceh Barat, Aceh 23654";"Napai, Kec. Woyla Bar., Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.32072";"96.0099768";"https://maps.google.com/?cid=0x0:0xc4ba6592884f4b24"
"perumahan";"Perhimpunan Pengembang Perumahan";"Ridwan";"C37F+GM, Seuneubok Dalam, Kec. Woyla Tim., Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.4138072";"96.0741372";"https://maps.google.com/?cid=0x0:0x9c37191816635086"
"perumahan";"Komplek perumahan";"Istana Bakeuti";"73WQ+FFJ, Layung, Kec. Bubon, Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.2958095";"96.0896344";"https://maps.google.com/?cid=0x0:0xfa8f9a9045fa7bde"
"perumahan";"Komplek perumahan";"Rumah Bee";"92PX+JJP, Jl. Gunoeng Bhee, Kuala Bhee, Kec. Woyla, Kabupaten Aceh Barat, Aceh 23654";"Jl. Gunoeng Bhee, Kuala Bhee, Kec. Woyla, Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.3865922";"96.0490747";"https://maps.google.com/?cid=0x0:0x4773e18371cd657b"
"perumahan";"Perhimpunan Pengembang Perumahan";"Rm.kanda mansur Lb";"G24R+QCJ, Leubok Beutong, Kec. Sungai MAS, Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.5069586";"96.0410133";"https://maps.google.com/?cid=0x0:0xd43dacbae250cf34"
"perumahan";"Pembangunan Perumahan";"Perumahan AFD 6 PT.KTS";"94XF+6H, Paya Luah, Kec. Woyla, Kabupaten Aceh Barat, Aceh";"Kabupaten Aceh Barat, Aceh";"ACEH";"";"Indonesia";"";"4.3980019";"96.1239901";"https://maps.google.com/?cid=0x0:0x74538f55c25acaaa"
"perumahan";"Komplek perumahan";"Rumah sabrani";"Alue Bagok, Kec. Arongan Lambalek, Kabupaten Aceh Barat, Aceh 23654";"Kec. Arongan Lambalek, Kabupaten Aceh Barat";"ACEH";"23654";"Indonesia";"";"4.3290903";"95.9766484";"https://maps.google.com/?cid=0x0:0x1b7e8b336d6bff38"
"perumahan";"Komplek perumahan";"RUMAH KHALIS";"MH8F+HV, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh 23655";"Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya";"ACEH";"23655";"Indonesia";"";"4.6664837";"95.5746648";"https://maps.google.com/?cid=0x0:0xc8ab60e9719ff28b"
"perumahan";"perumahan";"Aceh 23655";"Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.7457854";"95.6878736";"https://maps.google.com/?cid=0x0:0x52d192e4749e2bd4"
"perumahan";"Perhimpunan Pengembang Perumahan";"Lhok Timon, Setia Bakti, Kabupaten Aceh Jaya, Aceh, Indonesia";"PG6W+89X, Lhok Timon, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh 23656";"Lhok Timon, Kec. Setia Bakti, Kabupaten Aceh Jaya";"ACEH";"23656";"Indonesia";"";"4.7108717";"95.5459787";"https://maps.google.com/?cid=0x0:0xd4ca392602a0067"
"perumahan";"Inspektur Tempat Tinggal";"Rumah Alul";"MH9X+P95, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh 23655";"Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya";"ACEH";"23655";"Indonesia";"";"4.6692687";"95.5984925";"https://maps.google.com/?cid=0x0:0xc973f9049a5e5bc6"
"perumahan";"Pembangunan Perumahan";"Rmh Edi saputra";"MJG4+H5, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.6764759";"95.6054967";"https://maps.google.com/?cid=0x0:0x92fa61c7fe4c8c86"
"perumahan";"Komplek perumahan";"Sakti uye";"MH5M+3J, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.6576639";"95.5841543";"https://maps.google.com/?cid=0x0:0xf5cab0fe05bb58ae"
"perumahan";"Pembangunan Perumahan";"Komplek rumah nelayan";"MH4Q+5RF, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh 23655";"Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya";"ACEH";"23655";"Indonesia";"";"4.655513";"95.5896352";"https://maps.google.com/?cid=0x0:0x3253c330d00317dd"
"perumahan";"Komplek perumahan";"Dara sakti";"MH8H+R86, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh 23655";"Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya";"ACEH";"23655";"Indonesia";"";"4.6670595";"95.5785039";"https://maps.google.com/?cid=0x0:0xa7a4983557c5dabd"
"perumahan";"Perhimpunan Pengembang Perumahan";"Komplek Perumahan Pemda Keutapang";"JJM3+76C, Unnamed Road, Keutapang, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23655";"Unnamed Road, Keutapang, Kec. Krueng Sabee, Kabupaten Aceh Jaya";"ACEH";"23655";"Indonesia";"";"4.6331838";"95.60302";"https://maps.google.com/?cid=0x0:0x63f4795061f499a4"
"perumahan";"Perhimpunan Pengembang Perumahan";"wardah";"QJPW+W8V, Pante Kuyun, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.7873684";"95.6457951";"https://maps.google.com/?cid=0x0:0x691bfe6cdf72775d"
"perumahan";"Komplek perumahan";"Komplek Pemda Padang Datar";"JJ6G+P75, Padang Datar, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23654";"Padang Datar, Kec. Krueng Sabee, Kabupaten Aceh Jaya";"ACEH";"23654";"Indonesia";" 081270359072";"4.6117568";"95.6257363";"https://maps.google.com/?cid=0x0:0x9b8af766f4d210f2"
"perumahan";"Perumahan";"Bila";"JJ7H+HVV, Padang Datar, Kec. Krueng Sabee, Kabupaten Aceh Jaya, Aceh 23654";"Padang Datar, Kec. Krueng Sabee, Kabupaten Aceh Jaya";"ACEH";"23654";"Indonesia";"";"4.6139841";"95.6296587";"https://maps.google.com/?cid=0x0:0xa712ebace10e93f"
"perumahan";"Pembangunan Perumahan";"Rumah wahyu rianda";"MH7M+27J, Lhok Buya, Kec. Setia Bakti, Kabupaten Aceh Jaya, Aceh";"Kabupaten Aceh Jaya, Aceh";"ACEH";"";"Indonesia";"";"4.6625533";"95.5831284";"https://maps.google.com/?cid=0x0:0x3c0dacd7d3f733b9"
