Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link
"perumahan";"perumahan";"Destiana";"rt02, RW.01, Sidomulyo, Adimulyo, Kebumen Regency, Central Java 54363";"RW.01, Sidomulyo, Adimulyo, Kebumen Regency";"JAWA TENGAH";"54363";"Indonesia";"";"-7.700787";"109.5691861";"https://maps.google.com/?cid=0x0:0x3a6daba2c22c60ee"
"perumahan";"Pembangunan Perumahan";"Kampung Halaman";"8HGM+FCR, Klapasawit, Candi Wulan, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Klapasawit, Candi Wulan, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.6737507";"109.5835121";"https://maps.google.com/?cid=0x0:0xd24f8e46b56aa31c"
"perumahan";"Komplek perumahan";"Rumah Andi Gusnabil Kholili";"7HX3+GQ7, Kebon, Tepakyang, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Kebon, Tepakyang, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.7012073";"109.5544353";"https://maps.google.com/?cid=0x0:0x592bce93338dc36a"
"perumahan";"Komplek perumahan";"Sugihwaras utara adimulyo kebumen";"8G6R+3JV, Sugihwaras Utara, Sugihwaras, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Sugihwaras Utara, Sugihwaras, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.689849";"109.542226";"https://maps.google.com/?cid=0x0:0x9a9b886e5cd5551b"
"perumahan";"Komplek perumahan";"Adimulyo, kebumen, Jawa tengah";"8HJ3+GWJ, Kemujan, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah";"Kabupaten Kebumen, Jawa Tengah";"JAWA TENGAH";"";"Indonesia";"";"-7.6686613";"109.5547642";"https://maps.google.com/?cid=0x0:0x2b26b0ba0f64e140"
"perumahan";"Komplek perumahan";"Sujimun";"8GMX+PF, Gentan Lor, Caruban, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Gentan Lor, Caruban, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.6657086";"109.5487052";"https://maps.google.com/?cid=0x0:0x5ae6a42428fe04a0"
"perumahan";"perumahan";"rumah";"8HJR+P86, Karangmangu, Adikarto, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Karangmangu, Adikarto, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.6682186";"109.5907767";"https://maps.google.com/?cid=0x0:0xfb34cd7944508651"
"perumahan";"perumahan";"Rumah Haji Daromi";"7HXC+JFG, Sidomulyo, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Sidomulyo, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.7008518";"109.5709791";"https://maps.google.com/?cid=0x0:0xb7118f00ae878fd7"
"perumahan";"Pembangunan Perumahan";"tempat tinggal";"Prambananera, Sekarteja, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Sekarteja, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.6712341";"109.5446637";"https://maps.google.com/?cid=0x0:0x8273aeba501ef400"
"perumahan";"Komplek perumahan";"Gubuk Yono";"8G8M+WQ3, Sibedil, Tegalsari, Kec. Adimulyo, Kabupaten Kebumen, Jawa Tengah 54363";"Sibedil, Tegalsari, Kec. Adimulyo, Kabupaten Kebumen";"JAWA TENGAH";"54363";"Indonesia";"";"-7.6827489";"109.534246";"https://maps.google.com/?cid=0x0:0x7b90548d22eb44d7"
